Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2019,15,01/12/2019,Espanyol,2-4,Osasuna,Estadio del RCD Espanyol,Melero López,"['Diego López', 'Pipa', 'Calero', 'Bernardo', 'David López', 'Pedrosa', 'Marc Roca', 'Darder', 'Víctor Sánchez', 'Campuzano', 'Lei', 'Juan Pérez', 'Nacho Vidal', 'Roncaglia', 'Oier', 'David García', 'Estupiñán', 'Brašanac']",80,80,"['Rubén García', 'Roberto Torres', 'Chimy Ávila', 'Adrián López', 'Piatti', 'Calleri', 'Melendo', 'Andrés Prieto', 'Dídac Vilà', 'Pol Lozano', 'Víctor Gómez', 'Moncayola', 'Raúl Navas', 'Cardona', 'Fran Mérida', 'Rober Ibáñez', 'Iñigo Pérez', 'Iñaki']",0,0
2019,15,01/12/2019,Getafe,4-0,Levante,Coliseum Alfonso Pérez,Estrada Fernández,"['David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Etxeita', 'Cabrera', 'Cucurella', 'Timor', 'Maksimović', 'Jorge Molina', 'Ángel', 'Aitor', 'Miramón', 'Rubén Vezo', 'Duarte', 'Clerc', 'Vukčević', 'Rochina']",82,84,"['Bardhi', 'Radoja', 'Mayoral', 'Morales', 'Kenedy', 'Duro', 'Portillo', 'Chichizola', 'Bruno', 'Olivera', 'Fajr', 'Sergio León', 'Pablo Martínez', 'Roger', 'Oier Olazábal', 'Hernâni', 'Coke', 'Eliseo']",0,0
2019,15,30/11/2019,Mallorca,1-2,Betis,Estadio de Son Moix,Martínez Munuera,"['Manolo Reina', 'Fran Gámez', 'Valjent', 'Raíllo', 'Lumor', 'Kubo', 'Febas', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Joel', 'Emerson', 'Mandi', 'Bartra', 'Feddal', 'Pedraza', 'Guardado']",70,70,"['Canales', 'Joaquín', 'Loren', 'Fekir', 'Lago Junior', 'Chavarría', 'Abdón Prats', 'Fabricio', 'Sastre', 'Señé', 'Xisco Campos', 'Lainez', 'Borja Iglesias', 'Kaptoum', 'Dani Martín', 'Barragán', 'Edgar', 'Ismael']",0,0
2019,15,30/11/2019,Real Sociedad,4-1,Eibar,Anoeta,Del Cerro Grande,"['Remiro', 'Zaldúa', 'Elustondo', 'Llorente', 'Monreal', 'Ødegaard', 'Mikel Merino', 'Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Dmitrović', 'Paulo Oliveira', 'Ramis', 'José Ángel', 'Inui', 'Pedro León', 'De Blasis']",76,84,"['Diop', 'Escalante', 'Charles', 'Orellana', 'Le Normand', 'Isak', 'Barrenetxea', 'Moyá', 'Januzaj', 'Aihen Muñoz', 'Guevara', 'Edu Expósito', 'Kike García', 'Quique González', 'Yoel', 'Bigas', 'Sergi Enrich', 'Rober']",0,0
2019,15,01/12/2019,Sevilla,1-0,Leganés,Estadio Ramón Sánchez-Pizjuán,De Burgos Bengoetxea,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Jordán', 'Óliver Torres', 'Banega', 'Franco Vázquez', 'De Jong', 'Nolito', 'Cuéllar', 'Rosales', 'Siovas', 'Awaziem', 'Bustinza', 'Jonathan Silva', 'Óscar']",81,82,"['Rubén Pérez', 'Recio', 'En-Nesyri', 'Braithwaite', 'Bryan Gil', 'Sergi Gómez', 'Gudelj', 'Bono', 'Munir', 'Chicharito Hernández', 'Escudero', 'Eraso', 'Kevin Rodrigues', 'Carrillo', 'Soriano', 'Arnaiz', 'Tarín', 'Ruibal']",0,0
2019,15,30/11/2019,Valencia,2-1,Villarreal,Camp de Mestalla,Soto Grado,"['Cillessen', 'Wass', 'Gabriel Paulista', 'Mangala', 'Gayà', 'Coquelin', 'Parejo', 'Carlos Soler', 'Ferran Torres', 'Rodrigo', 'Maxi Gómez', 'Asenjo', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa']",83,84,"['Morlanes', 'Manu Trigueros', 'Ekambi', 'Gerard Moreno', 'Esquerdo', 'Sobrino', 'Gameiro', 'Jaume', 'Thierry Correia', 'Manu Vallejo', 'Javi Jiménez', 'Ontiveros', 'Samu', 'Bacca', 'Andrés Fernández', 'Cáseres', 'Funes Mori', 'Rubén Peña']",0,0
2019,16,07/12/2019,Barcelona,5-2,Mallorca,Camp Nou,Munuera Montero,"['Ter Stegen', 'Lenglet', 'Piqué', 'Junior Firpo', 'De Jong', 'Sergi Roberto', 'Busquets', 'Rakitić', 'Griezmann', 'Messi', 'Luis Suárez', 'Manolo Reina', 'Fran Gámez', 'Sastre', 'Valjent', 'Raíllo', 'Kubo', 'Febas']",90,93,"['Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Aleñá', 'Carles Pérez', 'Vidal', 'Neto', 'Todibo', 'Wagué', 'Umtiti', 'Cucho Hernández', 'Señé', 'Abdón Prats', 'Fabricio', 'Xisco Campos', 'Chavarría', 'Sedlar']",0,0
2019,16,08/12/2019,Betis,3-2,Athletic Club,Benito Villamarín,Pizarro Gómez,"['Joel', 'Emerson', 'Edgar', 'Bartra', 'Feddal', 'Àlex Moreno', 'Guardado', 'Canales', 'Lainez', 'Joaquín', 'Loren', 'Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Sancet', 'Dani García']",78,79,"['Unai López', 'Kodro', 'Córdoba', 'Williams', 'Borja Iglesias', 'Kaptoum', 'Javi García', 'Dani Martín', 'Tello', 'Barragán', 'Ismael', 'Núñez', 'Larrazabal', 'San José', 'Herrerín', 'Villalibre', 'Lekue', 'Ibai Gómez']",0,0
2019,16,08/12/2019,Eibar,0-1,Getafe,Estadio Municipal de Ipurua,Prieto Iglesias,"['Dmitrović', 'Rober', 'Arbilla', 'Paulo Oliveira', 'Bigas', 'Pedro León', 'Diop', 'Escalante', 'Charles', 'Kike García', 'Orellana', 'David Soria', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Olivera', 'Cucurella']",80,81,"['Maksimović', 'Arambarri', 'Duro', 'Mata', 'Sergi Enrich', 'De Blasis', 'Edu Expósito', 'Yoel', 'Ramis', 'Inui', 'Tejero', 'Jorge Molina', 'Timor', 'Ángel', 'Chichizola', 'Antunes', 'Portillo', 'Etxeita']",0,0
2019,16,07/12/2019,Granada,3-0,Alavés,Estadio Nuevo Los Carmenes,Gil Manzano,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Quini', 'Martínez', 'Herrera', 'Vadillo', 'Gonalons', 'Puertas', 'Carlos Fernández', 'Soldado', 'Pacheco', 'Ximo Navarro', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Adrián Marín', 'Manu García']",71,77,"['Pina', 'Rioja', 'Lucas Pérez', 'Joselu', 'Machís', 'Eteki', 'Neva', 'Aarón', 'Álex Martínez', 'Azeez', 'Ramos', 'Pere Pons', 'Wakaso', 'Burke', 'Sivera', 'Magallán', 'Burgui', 'Martín']",0,0
2019,16,08/12/2019,Leganés,3-2,Celta de Vigo,Estadio Municipal de Butarque,Sánchez Martínez,"['Cuéllar', 'Tarín', 'Awaziem', 'Bustinza', 'Kevin Rodrigues', 'Jonathan Silva', 'Óscar', 'Rubén Pérez', 'Recio', 'En-Nesyri', 'Braithwaite', 'Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Pape Cheikh', 'Rafinha']",77,77,"['Denis Suárez', 'Okay', 'Santi Mina', 'Iago Aspas', 'Carrillo', 'Roque Mesa', 'Eraso', 'Soriano', 'Omeruo', 'Arnaiz', 'Ruibal', 'Gabriel Fernández', 'Pione Sisto', 'Brais Méndez', 'Sergio Álvarez', 'David Costas', 'Fran Beltrán', 'Lobotka']",0,0
2019,16,07/12/2019,Levante,2-4,Valencia,Ciutat de Valencia,Medié Jiménez,"['Aitor', 'Coke', 'Miramón', 'Eliseo', 'Clerc', 'Campaña', 'Rochina', 'Bardhi', 'Radoja', 'Morales', 'Roger', 'Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Jaume Costa', 'Coquelin', 'Parejo']",76,79,"['Carlos Soler', 'Ferran Torres', 'Rodrigo', 'Gameiro', 'Mayoral', 'Vukčević', 'Gonzalo', 'Oier Olazábal', 'Toño', 'Sergio León', 'Hernâni', 'Jaume', 'Maxi Gómez', 'Diakhaby', 'Thierry Correia', 'Gayà', 'Manu Vallejo', 'Esquerdo']",0,0
2019,16,08/12/2019,Osasuna,1-1,Sevilla,Estadio El Sadar,Estrada Fernández,"['Juan Pérez', 'Raúl Navas', 'Oier', 'David García', 'Estupiñán', 'Moncayola', 'Brašanac', 'Rubén García', 'Roberto Torres', 'Chimy Ávila', 'Cardona', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Jordán', 'Óliver Torres']",63,73,"['Banega', 'Fernando', 'Chicharito Hernández', 'Munir', 'Adrián López', 'Fran Mérida', 'Unai García', 'Rober Ibáñez', 'Villar', 'Iñigo Pérez', 'Iñaki', 'Carriço', 'Dabbur', 'Franco Vázquez', 'Bono', 'Gudelj', 'De Jong', 'Bryan Gil']",0,0
2019,16,07/12/2019,Real Madrid,2-0,Espanyol,Estadio Santiago Bernabeu,Jaime Latre,"['Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'Valverde', 'Casemiro', 'Kroos', 'Rodrygo', 'Benzema', 'Vinícius', 'Diego López', 'Víctor Gómez', 'Calero', 'Bernardo', 'David López', 'Dídac Vilà', 'Granero']",88,89,"['Marc Roca', 'Darder', 'Calleri', 'Lei', 'Militão', 'Modrić', 'Brahim Díaz', 'Areola', 'Jović', 'Odriozola', 'Isco', 'Campuzano', 'Melendo', 'Pol Lozano', 'Andrés Prieto', 'Pipa', 'Pedrosa', 'Lluís']",0,0
2019,16,06/12/2019,Villarreal,0-0,Atlético de Madrid,Estadio de la Cerámica,Hernández Hernández,"['Asenjo', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Manu Trigueros', 'Iborra', 'Samu', 'Gerard Moreno', 'Oblak', 'Arias', 'Hermoso', 'Felipe', 'Lodi', 'Héctor Herrera', 'Saúl']",82,83,"['João Félix', 'Koke', 'Thomas', 'Morata', 'Morlanes', 'Ontiveros', 'Ekambi', 'Andrés Fernández', 'Funes Mori', 'Bacca', 'Rubén Peña', 'Trippier', 'Vitolo', 'Marcos Llorente', 'Adán', 'Lemar', 'Moya', 'Poveda']",0,0
2019,16,08/12/2019,Valladolid,0-0,Real Sociedad,E.M. José Zorrilla,González Fuertes,"['Masip', 'Moyano', 'Salisu', 'Kiko Olivas', 'Nacho', 'Míchel', 'Toni', 'Fede San Emeterio', 'Hervías', 'Sandro', 'Sergi Guardiola', 'Remiro', 'Gorosabel', 'Le Normand', 'Llorente', 'Monreal', 'Ødegaard', 'Guevara']",81,82,"['Mikel Merino', 'Oyarzabal', 'Willian José', 'Portu', 'Óscar Plano', 'Anuar', 'Pedro Porro', 'Lunin', 'Alcaraz', 'Waldo', 'Miguel', 'Barrenetxea', 'Isak', 'Moyá', 'Zubeldia', 'Januzaj', 'Aihen Muñoz', 'Sangalli']",0,0
2019,17,13/12/2019,Alavés,1-1,Leganés,Mendizorrotza,Soto Grado,"['Pacheco', 'Ximo Navarro', 'Martín', 'Aleix Vidal', 'Rodrigo Ely', 'Duarte', 'Burke', 'Pere Pons', 'Manu García', 'Lucas Pérez', 'Joselu', 'Cuéllar', 'Awaziem', 'Omeruo', 'Bustinza', 'Kevin Rodrigues', 'Jonathan Silva', 'Óscar']",82,84,"['Rubén Pérez', 'Roque Mesa', 'En-Nesyri', 'Braithwaite', 'Magallán', 'Rioja', 'Borja Sainz', 'Sivera', 'Guidetti', 'Javi Muñoz', 'Dani Torres', 'Eraso', 'Rivera', 'Soriano', 'Sabin Merino', 'Arnaiz', 'Tarín', 'Rosales']",0,0
2019,17,14/12/2019,Athletic Club,0-0,Eibar,San Mamés,Melero López,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'San José', 'Córdoba', 'Williams', 'Dmitrović', 'Tejero', 'Rober', 'Paulo Oliveira', 'Bigas', 'Inui', 'Pedro León']",73,84,"['Edu Expósito', 'Escalante', 'Kike García', 'Sergi Enrich', 'Villalibre', 'Ibai Gómez', 'Herrerín', 'Núñez', 'Beñat', 'Lekue', 'Sancet', 'Burgos', 'Charles', 'De Blasis', 'Yoel', 'Quique González', 'Cubero', 'Atienza']",0,0
2019,17,14/12/2019,Atlético de Madrid,2-0,Osasuna,Estadio Metropolitano,Munuera Montero,"['Oblak', 'Trippier', 'Manu Sánchez', 'Felipe', 'Giménez', 'Lemar', 'Saúl', 'João Félix', 'Koke', 'Thomas', 'Morata', 'Herrera', 'Roncaglia', 'Oier', 'David García', 'Raúl Navas', 'Estupiñán', 'Brašanac']",91,93,"['Rubén García', 'Roberto Torres', 'Fran Mérida', 'Chimy Ávila', 'Hermoso', 'Correa', 'Héctor Herrera', 'Adán', 'Arias', 'Marcos Llorente', 'Šaponjić', 'Rober Ibáñez', 'Iñigo Pérez', 'Adrián López', 'Brandon', 'Moncayola', 'Luis Perea', 'Iñaki']",0,0
2019,17,15/12/2019,Celta de Vigo,2-2,Mallorca,Balaidos,De Burgos Bengoetxea,"['Rubén Blanco', 'Kevin Vázquez', 'Aidoo', 'Araujo', 'Olaza', 'Brais Méndez', 'Lobotka', 'Rafinha', 'Okay', 'Pione Sisto', 'Iago Aspas', 'Manolo Reina', 'Fran Gámez', 'Valjent', 'Raíllo', 'Lumor', 'Kubo', 'Febas']",76,83,"['Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Juan Hernández', 'Santi Mina', 'Hugo Mallo', 'David Costas', 'Fran Beltrán', 'Pape Cheikh', 'Fran Vieites', 'Lago Junior', 'Cucho Hernández', 'Chavarría', 'Fabricio', 'Sastre', 'Señé', 'Xisco Campos']",0,0
2019,17,15/12/2019,Espanyol,2-2,Betis,Estadio del RCD Espanyol,Cuadra Fernández,"['Diego López', 'Víctor Gómez', 'Calero', 'Bernardo', 'David López', 'Dídac Vilà', 'Granero', 'Marc Roca', 'Darder', 'Campuzano', 'Calleri', 'Joel', 'Emerson', 'Mandi', 'Bartra', 'Feddal', 'Àlex Moreno', 'Kaptoum']",80,80,"['Canales', 'Joaquín', 'Fekir', 'Borja Iglesias', 'Naldo', 'Iturraspe', 'Ferreyra', 'Andrés Prieto', 'Pedrosa', 'Lei', 'Javi López', 'Lainez', 'Loren', 'Tello', 'Dani Martín', 'Barragán', 'Edgar', 'Ismael']",0,0
2019,17,15/12/2019,Getafe,2-0,Valladolid,Coliseum Alfonso Pérez,Mateu Lahoz,"['David Soria', 'Damián Suárez', 'Cabrera', 'Djené', 'Olivera', 'Cucurella', 'Maksimović', 'Arambarri', 'Portillo', 'Jorge Molina', 'Mata', 'Masip', 'Pedro Porro', 'Salisu', 'Joaquín', 'Kiko Olivas', 'Barba', 'Waldo']",82,84,"['Míchel', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Nyom', 'Antunes', 'Ángel', 'Chichizola', 'Etxeita', 'Jason', 'Timor', 'Hervías', 'Alcaraz', 'Ünal', 'Lunin', 'Fede San Emeterio', 'Moyano', 'Toni']",0,0
2019,17,14/12/2019,Granada,1-2,Levante,Estadio Nuevo Los Carmenes,Del Cerro Grande,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Martínez', 'Neva', 'Herrera', 'Vadillo', 'Gonalons', 'Puertas', 'Carlos Fernández', 'Soldado', 'Aitor', 'Miramón', 'Cabaco', 'Postigo', 'Toño', 'Campaña', 'Rochina']",71,77,"['Bardhi', 'Radoja', 'Morales', 'Roger', 'Eteki', 'Ramos', 'Machís', 'Aarón', 'Álex Martínez', 'Azeez', 'Mario', 'Vukčević', 'Sergio León', 'Coke', 'Oier Olazábal', 'Hernâni', 'Mayoral', 'Gonzalo']",0,0
2019,17,14/12/2019,Real Sociedad,2-2,Barcelona,Anoeta,Alberola Rojas,"['Remiro', 'Zaldúa', 'Llorente', 'Monreal', 'Ødegaard', 'Guevara', 'Mikel Merino', 'Zubeldia', 'Isak', 'Oyarzabal', 'Portu', 'Ter Stegen', 'Lenglet', 'Piqué', 'Jordi Alba', 'De Jong', 'Sergi Roberto', 'Busquets']",76,84,"['Rakitić', 'Griezmann', 'Messi', 'Luis Suárez', 'Januzaj', 'Barrenetxea', 'Willian José', 'Moyá', 'Sagnan', 'Gorosabel', 'Sangalli', 'Vidal', 'Aleñá', 'Semedo', 'Neto', 'Umtiti', 'Carles Pérez', 'Ansu Fati']",0,0
2019,17,15/12/2019,Sevilla,1-2,Villarreal,Estadio Ramón Sánchez-Pizjuán,Cordero Vega,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Óliver Torres', 'Fernando', 'Banega', 'Munir', 'De Jong', 'Franco Vázquez', 'Asenjo', 'Mario Gaspar', 'Pau Torres', 'Quintillà', 'Albiol', 'Zambo Anguissa', 'Manu Trigueros']",81,82,"['Moi Gómez', 'Iborra', 'Gerard Moreno', 'Samu', 'Dabbur', 'Jordán', 'Chicharito Hernández', 'Escudero', 'Koundé', 'Bono', 'Gudelj', 'Funes Mori', 'Ekambi', 'Rubén Peña', 'Andrés Fernández', 'Morlanes', 'Bacca', 'Ontiveros']",0,0
2019,17,15/12/2019,Valencia,1-1,Real Madrid,Camp de Mestalla,Sánchez Martínez,"['Jaume', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Jaume Costa', 'Coquelin', 'Parejo', 'Carlos Soler', 'Ferran Torres', 'Rodrigo', 'Courtois', 'Carvajal', 'Nacho', 'Varane', 'Sergio Ramos', 'Isco', 'Valverde']",76,78,"['Modrić', 'Kroos', 'Rodrygo', 'Benzema', 'Manu Vallejo', 'Kondogbia', 'Diakhaby', 'Thierry Correia', 'Sobrino', 'Rivero', 'Esquerdo', 'Jović', 'Bale', 'Vinícius', 'Areola', 'Militão', 'Casemiro', 'Odriozola']",0,0
2019,18,21/12/2019,Barcelona,4-1,Alavés,Camp Nou,Melero López,"['Ter Stegen', 'Umtiti', 'Piqué', 'Jordi Alba', 'Vidal', 'Sergi Roberto', 'Aleñá', 'Busquets', 'Griezmann', 'Messi', 'Luis Suárez', 'Pacheco', 'Ximo Navarro', 'Martín', 'Aleix Vidal', 'Rodrigo Ely', 'Duarte', 'Wakaso']",90,93,"['Pere Pons', 'Manu García', 'Javi Muñoz', 'Lucas Pérez', 'De Jong', 'Carles Pérez', 'Semedo', 'Neto', 'Rakitić', 'Lenglet', 'Junior Firpo', 'Rioja', 'Burke', 'Joselu', 'Sivera', 'Laguardia', 'Adrián Marín', 'Borja Sainz']",0,0
2019,18,22/12/2019,Betis,1-2,Atlético de Madrid,Benito Villamarín,Estrada Fernández,"['Joel', 'Emerson', 'Mandi', 'Bartra', 'Feddal', 'Àlex Moreno', 'Guardado', 'Canales', 'Joaquín', 'Loren', 'Fekir', 'Oblak', 'Trippier', 'Felipe', 'Giménez', 'Lodi', 'Héctor Herrera', 'Lemar']",78,79,"['Saúl', 'João Félix', 'Thomas', 'Morata', 'Borja Iglesias', 'Lainez', 'Tello', 'Dani Martín', 'Barragán', 'Kaptoum', 'Edgar', 'Marcos Llorente', 'Correa', 'Adán', 'Arias', 'Šaponjić', 'Hermoso', 'Manu Sánchez']",0,0
2019,18,20/12/2019,Eibar,3-0,Granada,Estadio Municipal de Ipurua,González Fuertes,"['Dmitrović', 'Tejero', 'Paulo Oliveira', 'Bigas', 'José Ángel', 'Inui', 'Pedro León', 'Edu Expósito', 'Escalante', 'Kike García', 'Sergi Enrich', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Martínez', 'Neva', 'Eteki', 'Vadillo']",80,81,"['Gonalons', 'Puertas', 'Carlos Fernández', 'Soldado', 'Diop', 'Quique González', 'Charles', 'Yoel', 'De Blasis', 'Rober', 'Atienza', 'Machís', 'Álex Martínez', 'Ramos', 'Aarón', 'Köybaşı', 'Azeez', 'Pepe']",0,0
2019,18,22/12/2019,Leganés,2-0,Espanyol,Estadio Municipal de Butarque,Alberola Rojas,"['Cuéllar', 'Rosales', 'Awaziem', 'Omeruo', 'Kevin Rodrigues', 'Jonathan Silva', 'Óscar', 'Rubén Pérez', 'Roque Mesa', 'En-Nesyri', 'Braithwaite', 'Diego López', 'Víctor Gómez', 'Calero', 'Bernardo', 'David López', 'Dídac Vilà', 'Granero']",77,77,"['Marc Roca', 'Darder', 'Campuzano', 'Calleri', 'Arnaiz', 'Carrillo', 'Rivera', 'Soriano', 'Tarín', 'Eraso', 'Ruibal', 'Pedrosa', 'Ferreyra', 'Lei', 'Andrés Prieto', 'Naldo', 'Javi López', 'Pol Lozano']",0,0
2019,18,22/12/2019,Levante,3-1,Celta de Vigo,Ciutat de Valencia,Prieto Iglesias,"['Aitor', 'Miramón', 'Cabaco', 'Postigo', 'Toño', 'Campaña', 'Rochina', 'Bardhi', 'Radoja', 'Morales', 'Roger', 'Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'David Costas', 'Olaza', 'Lobotka']",76,79,"['Rafinha', 'Okay', 'Santi Mina', 'Iago Aspas', 'Vukčević', 'Coke', 'Mayoral', 'Oier Olazábal', 'Sergio León', 'Hernâni', 'Eliseo', 'Fran Beltrán', 'Pione Sisto', 'Gabriel Fernández', 'Denis Suárez', 'Kevin Vázquez', 'Brais Méndez', 'Fran Vieites']",0,0
2019,18,21/12/2019,Mallorca,0-2,Sevilla,Estadio de Son Moix,Gil Manzano,"['Manolo Reina', 'Fran Gámez', 'Valjent', 'Sedlar', 'Lumor', 'Kubo', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Banega']",70,70,"['Ocampos', 'Fernando', 'De Jong', 'Munir', 'Cucho Hernández', 'Febas', 'Chavarría', 'Fabricio', 'Señé', 'Xisco Campos', 'Aridai', 'Gudelj', 'Koundé', 'Franco Vázquez', 'Bono', 'Rony Lopes', 'Óliver Torres', 'Bryan Gil']",0,0
2019,18,22/12/2019,Osasuna,3-4,Real Sociedad,Estadio El Sadar,Medié Jiménez,"['Herrera', 'Aridane', 'Roncaglia', 'Oier', 'David García', 'Estupiñán', 'Brašanac', 'Rubén García', 'Roberto Torres', 'Chimy Ávila', 'Adrián López', 'Remiro', 'Zaldúa', 'Llorente', 'Monreal', 'Ødegaard', 'Guevara', 'Mikel Merino']",72,74,"['Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Fran Mérida', 'Moncayola', 'Villar', 'Raúl Navas', 'Brandon', 'Rober Ibáñez', 'Iñaki', 'Isak', 'Le Normand', 'Gorosabel', 'Moyá', 'Januzaj', 'Rubén Pardo', 'Barrenetxea']",0,0
2019,18,22/12/2019,Real Madrid,0-0,Athletic Club,Estadio Santiago Bernabeu,Cordero Vega,"['Courtois', 'Carvajal', 'Sergio Ramos', 'Militão', 'Mendy', 'Valverde', 'Modrić', 'Kroos', 'Rodrygo', 'Benzema', 'Vinícius', 'Unai Simón', 'Yeray', 'Iñigo Martínez', 'Núñez', 'Yuri', 'Raúl García', 'Vesga']",88,89,"['Lekue', 'Dani García', 'Kodro', 'Williams', 'Jović', 'Nacho', 'Bale', 'Areola', 'Varane', 'Brahim Díaz', 'Isco', 'Beñat', 'Villalibre', 'Herrerín', 'Unai López', 'Larrazabal', 'Ibai Gómez', 'Balenziaga']",0,0
2019,18,21/12/2019,Villarreal,1-0,Getafe,Estadio de la Cerámica,Jaime Latre,"['Asenjo', 'Mario Gaspar', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Manu Trigueros', 'Iborra', 'Samu', 'Gerard Moreno', 'David Soria', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella', 'Maksimović']",82,83,"['Arambarri', 'Portillo', 'Jorge Molina', 'Mata', 'Ontiveros', 'Ekambi', 'Cazorla', 'Andrés Fernández', 'Funes Mori', 'Bacca', 'Morlanes', 'Olivera', 'Fajr', 'Ángel', 'Chichizola', 'Antunes', 'Etxeita', 'Timor']",0,0
2019,18,21/12/2019,Valladolid,1-1,Valencia,E.M. José Zorrilla,Pizarro Gómez,"['Masip', 'Moyano', 'Salisu', 'Joaquín', 'Antoñito', 'Kiko Olivas', 'Toni', 'Fede San Emeterio', 'Hervías', 'Sandro', 'Ünal', 'Jaume', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Coquelin', 'Parejo']",81,82,"['Carlos Soler', 'Sobrino', 'Ferran Torres', 'Rodrigo', 'Óscar Plano', 'Anuar', 'Sergi Guardiola', 'Lunin', 'Barba', 'Míchel', 'Miguel', 'Esquerdo', 'Manu Vallejo', 'Cheryshev', 'Jaume Costa', 'Kondogbia', 'Diakhaby', 'Rivero']",0,0
2019,19,05/01/2020,Alavés,1-1,Betis,Mendizorrotza,Mateu Lahoz,"['Pacheco', 'Ximo Navarro', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Duarte', 'Wakaso', 'Manu García', 'Rioja', 'Lucas Pérez', 'Joselu', 'Joel', 'Emerson', 'Mandi', 'Bartra', 'Feddal', 'Àlex Moreno', 'Guardado']",82,84,"['Canales', 'Joaquín', 'Fekir', 'Borja Iglesias', 'Pere Pons', 'Burke', 'Martín', 'Sivera', 'Magallán', 'Burgui', 'Borja Sainz', 'Aleñá', 'Loren', 'Lainez', 'Tello', 'Barragán', 'Carlos Marín', 'Edgar']",0,0
2019,19,04/01/2020,Atlético de Madrid,2-1,Levante,Estadio Metropolitano,De Burgos Bengoetxea,"['Oblak', 'Trippier', 'Felipe', 'Giménez', 'Lodi', 'Héctor Herrera', 'Saúl', 'João Félix', 'Thomas', 'Correa', 'Morata', 'Aitor', 'Coke', 'Cabaco', 'Postigo', 'Toño', 'Campaña', 'Rochina']",91,93,"['Bardhi', 'Radoja', 'Mayoral', 'Roger', 'Valera', 'Vitolo', 'Adán', 'Arias', 'Marcos Llorente', 'Hermoso', 'Camello', 'Vukčević', 'Hernâni', 'Morales', 'Oier Olazábal', 'Clerc', 'Pablo Martínez', 'Eliseo']",0,0
2019,19,05/01/2020,Celta de Vigo,1-1,Osasuna,Balaidos,Cuadra Fernández,"['Rubén Blanco', 'Kevin Vázquez', 'Aidoo', 'David Costas', 'Olaza', 'Rafinha', 'Fran Beltrán', 'Okay', 'Santi Mina', 'Pione Sisto', 'Iago Aspas', 'Herrera', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Moncayola', 'Brašanac']",76,83,"['Rubén García', 'Roberto Torres', 'Chimy Ávila', 'Adrián López', 'Juan Hernández', 'Brais Méndez', 'Gabriel Fernández', 'Hugo Mallo', 'Pape Cheikh', 'Fran Vieites', 'Carreira', 'Iñigo Pérez', 'Villar', 'Rober Ibáñez', 'Nacho Vidal', 'Unai García', 'Cardona', 'Juan Pérez']",0,0
