Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2019,4,15/09/2019,Valladolid,1-1,Osasuna,E.M. José Zorrilla,Munuera Montero,"['Masip', 'Pedro Porro', 'Salisu', 'Kiko Olivas', 'Nacho', 'Waldo', 'Míchel', 'Fede San Emeterio', 'Óscar Plano', 'Sergi Guardiola', 'Ünal', 'Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Rubén García']",81,82,"['Roberto Torres', 'Fran Mérida', 'Chimy Ávila', 'Brandon', 'Sandro', 'Alcaraz', 'Hervías', 'Lunin', 'Antoñito', 'Toni', 'Joaquín', 'Moncayola', 'Adrián López', 'Rober Ibáñez', 'Herrera', 'Raúl Navas', 'Roncaglia', 'Villar']",0,0
2019,5,22/09/2019,Athletic Club,2-0,Alavés,San Mamés,Gil Manzano,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'Ibai Gómez', 'Muniain', 'Williams', 'Pacheco', 'Ximo Navarro', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Duarte', 'Wakaso']",73,84,"['Manu García', 'Pina', 'Rioja', 'Joselu', 'Beñat', 'Aduriz', 'Lekue', 'Herrerín', 'Núñez', 'Larrazabal', 'Vesga', 'Martín', 'Pere Pons', 'Lucas Pérez', 'Sivera', 'Magallán', 'Burke', 'Borja Sainz']",0,0
2019,5,21/09/2019,Atlético de Madrid,0-0,Celta de Vigo,Estadio Metropolitano,Melero López,"['Oblak', 'Trippier', 'Felipe', 'Giménez', 'Lodi', 'Héctor Herrera', 'Saúl', 'João Félix', 'Koke', 'Diego Costa', 'Correa', 'Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Lobotka', 'Rafinha']",91,93,"['Denis Suárez', 'Okay', 'Santi Mina', 'Iago Aspas', 'Morata', 'Vitolo', 'Thomas', 'Adán', 'Arias', 'Savić', 'Hermoso', 'Pape Cheikh', 'Brais Méndez', 'Pione Sisto', 'Sergio Álvarez', 'David Costas', 'Kevin Vázquez', 'Losada']",0,0
2019,5,22/09/2019,Espanyol,1-3,Real Sociedad,Estadio del RCD Espanyol,Cordero Vega,"['Diego López', 'Calero', 'Lluís', 'Dídac Vilà', 'Granero', 'Marc Roca', 'Darder', 'Víctor Sánchez', 'Vargas', 'Calleri', 'Lei', 'Moyá', 'Zaldúa', 'Elustondo', 'Llorente', 'Monreal', 'Ødegaard', 'Mikel Merino']",80,80,"['Zubeldia', 'Oyarzabal', 'Willian José', 'Portu', 'Pedrosa', 'David López', 'Campuzano', 'Andrés Prieto', 'Melendo', 'Javi López', 'Pol Lozano', 'Le Normand', 'Zurutuza', 'Isak', 'Remiro', 'Guevara', 'Barrenetxea', 'Sangalli']",0,0
2019,5,22/09/2019,Getafe,4-2,Mallorca,Coliseum Alfonso Pérez,Jaime Latre,"['David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella', 'Maksimović', 'Arambarri', 'Jorge Molina', 'Mata', 'Manolo Reina', 'Xisco Campos', 'Sastre', 'Valjent', 'Baba Rahman', 'Febas', 'Dani Rodríguez']",82,84,"['Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Ángel', 'Kenedy', 'Portillo', 'Chichizola', 'Bruno', 'Fajr', 'Timor', 'Kubo', 'Álex Alegría', 'Lumor', 'Fabricio', 'Señé', 'Pedraza', 'Trajkovski']",0,0
2019,5,21/09/2019,Granada,2-0,Barcelona,Estadio Nuevo Los Carmenes,Cuadra Fernández,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Germán', 'Neva', 'Herrera', 'Montoro', 'Azeez', 'Machís', 'Puertas', 'Soldado', 'Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Junior Firpo', 'De Jong', 'Sergi Roberto']",71,77,"['Rakitić', 'Carles Pérez', 'Griezmann', 'Luis Suárez', 'Carlos Fernández', 'Gonalons', 'Vadillo', 'Aarón', 'Martínez', 'Köybaşı', 'Ramos', 'Vidal', 'Ansu Fati', 'Messi', 'Neto', 'Busquets', 'Todibo', 'Arthur']",0,0
2019,5,21/09/2019,Levante,0-0,Eibar,Ciutat de Valencia,Alberola Rojas,"['Aitor', 'Miramón', 'Cabaco', 'Rubén Vezo', 'Clerc', 'Campaña', 'Melero', 'Rochina', 'Mayoral', 'Morales', 'Roger', 'Dmitrović', 'Tejero', 'Arbilla', 'Ramis', 'José Ángel', 'Inui', 'Pedro León']",76,79,"['Edu Expósito', 'Diop', 'Orellana', 'Quique González', 'Sergio León', 'Hernâni', 'Radoja', 'Oier Olazábal', 'Bardhi', 'Postigo', 'Coke', 'Paulo Oliveira', 'Charles', 'Escalante', 'Yoel', 'Sergio Álvarez', 'De Blasis', 'Kike García']",0,0
2019,5,20/09/2019,Osasuna,0-0,Betis,Estadio El Sadar,Del Cerro Grande,"['Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Rubén García', 'Roberto Torres', 'Fran Mérida', 'Chimy Ávila', 'Adrián López', 'Joel', 'Emerson', 'Mandi', 'Bartra', 'Pedraza', 'Guardado', 'Canales']",70,70,"['Javi García', 'Fekir', 'Juanmi', 'Borja Iglesias', 'Moncayola', 'Brandon', 'Rober Ibáñez', 'Herrera', 'Cardona', 'Roncaglia', 'Villar', 'Joaquín', 'Àlex Moreno', 'Ismael', 'Dani Martín', 'Feddal', 'Lainez', 'Raúl']",0,0
2019,5,22/09/2019,Sevilla,0-1,Real Madrid,Estadio Ramón Sánchez-Pizjuán,Martínez Munuera,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Jordán', 'Banega', 'Ocampos', 'Fernando', 'Franco Vázquez', 'De Jong', 'Courtois', 'Carvajal', 'Varane', 'Sergio Ramos', 'Mendy', 'James Rodríguez', 'Casemiro']",81,82,"['Kroos', 'Bale', 'Benzema', 'Hazard', 'Nolito', 'Óliver Torres', 'Chicharito Hernández', 'Bono', 'Koundé', 'Gudelj', 'Escudero', 'Lucas Vázquez', 'Valverde', 'Areola', 'Vinícius', 'Militão', 'Nacho', 'Jović']",0,0
2019,5,22/09/2019,Valencia,1-1,Leganés,Camp de Mestalla,Estrada Fernández,"['Cillessen', 'Wass', 'Garay', 'Gabriel Paulista', 'Gayà', 'Coquelin', 'Parejo', 'Kondogbia', 'Rodrigo', 'Guedes', 'Maxi Gómez', 'Soriano', 'Siovas', 'Omeruo', 'Bustinza', 'Jonathan Silva', 'Óscar', 'Rubén Pérez']",83,84,"['Recio', 'Ruibal', 'Carrillo', 'Braithwaite', 'Jaume Costa', 'Ferran Torres', 'Lee', 'Jaume', 'Gameiro', 'Cheryshev', 'Diakhaby', 'En-Nesyri', 'Awaziem', 'Kevin Rodrigues', 'Roque Mesa', 'Arnaiz', 'Eraso', 'Grandi']",0,0
2019,5,21/09/2019,Villarreal,2-0,Valladolid,Estadio de la Cerámica,Soto Grado,"['Asenjo', 'Rubén Peña', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Iborra', 'Cazorla', 'Bacca', 'Gerard Moreno', 'Masip', 'Pedro Porro', 'Salisu', 'Antoñito', 'Kiko Olivas', 'Barba', 'Míchel']",82,83,"['Alcaraz', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Ekambi', 'Ontiveros', 'Samu', 'Andrés Fernández', 'Mario Gaspar', 'Funes Mori', 'Manu Trigueros', 'Anuar', 'Waldo', 'Hervías', 'Lunin', 'Fede San Emeterio', 'Moyano', 'Joaquín']",0,0
2019,6,24/09/2019,Barcelona,2-1,Villarreal,Camp Nou,De Burgos Bengoetxea,"['Ter Stegen', 'Semedo', 'Lenglet', 'Piqué', 'Junior Firpo', 'Sergi Roberto', 'Arthur', 'Busquets', 'Griezmann', 'Messi', 'Luis Suárez', 'Asenjo', 'Rubén Peña', 'Quintillà', 'Pau Torres', 'Albiol', 'Ontiveros', 'Zambo Anguissa']",90,93,"['Iborra', 'Cazorla', 'Samu', 'Gerard Moreno', 'Ansu Fati', 'Dembélé', 'De Jong', 'Neto', 'Todibo', 'Aleñá', 'Vidal', 'Moi Gómez', 'Bacca', 'Ekambi', 'Andrés Fernández', 'Funes Mori', 'Morlanes', 'Ratiu']",0,0
2019,6,24/09/2019,Betis,3-1,Levante,Benito Villamarín,Prieto Iglesias,"['Joel', 'Barragán', 'Mandi', 'Bartra', 'Àlex Moreno', 'Guardado', 'William Carvalho', 'Canales', 'Joaquín', 'Loren', 'Borja Iglesias', 'Aitor', 'Coke', 'Postigo', 'Duarte', 'Toño', 'Campaña', 'Vukčević']",78,79,"['Radoja', 'Morales', 'Hernâni', 'Sergio León', 'Raúl', 'Lainez', 'Tello', 'Dani Martín', 'Javi García', 'Feddal', 'Emerson', 'Mayoral', 'Roger', 'Melero', 'Oier Olazábal', 'Cabaco', 'Clerc', 'Miramón']",0,0
2019,6,26/09/2019,Celta de Vigo,1-1,Espanyol,Balaidos,Sánchez Martínez,"['Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Lobotka', 'Rafinha', 'Fran Beltrán', 'Denis Suárez', 'Santi Mina', 'Iago Aspas', 'Diego López', 'Javi López', 'Calero', 'Naldo', 'Dídac Vilà', 'Pedrosa', 'Marc Roca']",76,83,"['Víctor Sánchez', 'Vargas', 'Calleri', 'Lei', 'Pione Sisto', 'Gabriel Fernández', 'Brais Méndez', 'Sergio Álvarez', 'Jorge Sáenz', 'Kevin Vázquez', 'Pape Cheikh', 'Pipa', 'Darder', 'David López', 'Andrés Prieto', 'Melendo', 'Piatti', 'Campuzano']",0,0
2019,6,26/09/2019,Eibar,3-2,Sevilla,Estadio Municipal de Ipurua,González Fuertes,"['Dmitrović', 'Arbilla', 'Paulo Oliveira', 'Ramis', 'José Ángel', 'Inui', 'Pedro León', 'Edu Expósito', 'Diop', 'Orellana', 'Quique González', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Escudero', 'Jordán', 'Óliver Torres']",80,81,"['Banega', 'Ocampos', 'Fernando', 'Munir', 'De Blasis', 'Sergio Álvarez', 'Escalante', 'Yoel', 'Bigas', 'Kike García', 'Charles', 'Koundé', 'Pozo', 'Gudelj', 'Bono', 'Rony Lopes', 'Chicharito Hernández', 'De Jong']",0,0
2019,6,25/09/2019,Leganés,1-1,Athletic Club,Estadio Municipal de Butarque,González González,"['Soriano', 'Navarro', 'Awaziem', 'Omeruo', 'Bustinza', 'Kevin Rodrigues', 'Óscar', 'Rubén Pérez', 'Roque Mesa', 'Carrillo', 'En-Nesyri', 'Herrerín', 'Capa', 'Iñigo Martínez', 'Núñez', 'Yuri', 'Raúl García', 'Dani García']",69,77,"['Beñat', 'Larrazabal', 'Córdoba', 'Williams', 'Arnaiz', 'Recio', 'Braithwaite', 'Jonathan Silva', 'Ruibal', 'Siovas', 'Grandi', 'Kodro', 'Muniain', 'Ibai Gómez', 'Unai Simón', 'Yeray', 'Lekue', 'Vesga']",0,0
2019,6,25/09/2019,Mallorca,0-2,Atlético de Madrid,Estadio de Son Moix,Hernández Hernández,"['Manolo Reina', 'Xisco Campos', 'Sastre', 'Valjent', 'Lumor', 'Kubo', 'Dani Rodríguez', 'Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Oblak', 'Arias', 'Felipe', 'Savić', 'Lodi', 'Saúl', 'João Félix']",70,70,"['Koke', 'Thomas', 'Vitolo', 'Diego Costa', 'Trajkovski', 'Abdón Prats', 'Álex Alegría', 'Fabricio', 'Pedraza', 'Fran Gámez', 'Febas', 'Marcos Llorente', 'Morata', 'Correa', 'Adán', 'Héctor Herrera', 'Hermoso', 'Trippier']",0,0
2019,6,25/09/2019,Real Madrid,2-0,Osasuna,Estadio Santiago Bernabeu,Mateu Lahoz,"['Areola', 'Odriozola', 'Nacho', 'Sergio Ramos', 'Militão', 'Lucas Vázquez', 'Valverde', 'Casemiro', 'Kroos', 'Jović', 'Vinícius', 'Rubén', 'Lillo', 'Roncaglia', 'Raúl Navas', 'Estupiñán', 'Moncayola', 'Rubén García']",82,86,"['Fran Mérida', 'Rober Ibáñez', 'Cardona', 'Brandon', 'Rodrygo', 'James Rodríguez', 'Courtois', 'Carvajal', 'Varane', 'Hazard', 'Benzema', 'Chimy Ávila', 'Villar', 'Roberto Torres', 'Herrera', 'Nacho Vidal', 'Aridane', 'Luis Perea']",0,0
2019,6,26/09/2019,Real Sociedad,3-0,Alavés,Anoeta,Medié Jiménez,"['Remiro', 'Gorosabel', 'Elustondo', 'Llorente', 'Monreal', 'Guevara', 'Mikel Merino', 'Ødegaard', 'Oyarzabal', 'Portu', 'Willian José', 'Pacheco', 'Martín', 'Rodrigo Ely', 'Magallán', 'Adrián Marín', 'Borja Sainz', 'Burke']",76,84,"['Pere Pons', 'Pina', 'Wakaso', 'Lucas Pérez', 'Le Normand', 'Isak', 'Januzaj', 'Zurutuza', 'Moyá', 'Sangalli', 'Zubeldia', 'Aleix Vidal', 'Manu García', 'Guidetti', 'Sivera', 'Joselu', 'Tachi', 'Duarte']",0,0
2019,6,25/09/2019,Valencia,3-3,Getafe,Camp de Mestalla,Munuera Montero,"['Jaume', 'Thierry Correia', 'Diakhaby', 'Gabriel Paulista', 'Jaume Costa', 'Coquelin', 'Lee', 'Parejo', 'Kondogbia', 'Rodrigo', 'Gameiro', 'David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Cabrera', 'Djené', 'Cucurella']",76,78,"['Maksimović', 'Arambarri', 'Jorge Molina', 'Mata', 'Wass', 'Maxi Gómez', 'Guedes', 'Cillessen', 'Cheryshev', 'Ferran Torres', 'Garay', 'Kenedy', 'Ángel', 'Portillo', 'Chichizola', 'Bruno', 'Fajr', 'Timor']",0,0
2019,6,24/09/2019,Valladolid,1-1,Granada,E.M. José Zorrilla,Pizarro Gómez,"['Masip', 'Moyano', 'Salisu', 'Kiko Olivas', 'Nacho', 'Toni', 'Fede San Emeterio', 'Alcaraz', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'Rui Silva', 'Víctor Díaz', 'Duarte', 'Martínez', 'Neva', 'Montoro', 'Vadillo']",81,82,"['Gonalons', 'Ramos', 'Puertas', 'Carlos Fernández', 'Ünal', 'Hervías', 'Lunin', 'Pedro Porro', 'Míchel', 'Waldo', 'Joaquín', 'Herrera', 'Germán', 'Machís', 'Aarón', 'Soldado', 'Köybaşı', 'Azeez']",0,0
2019,7,29/09/2019,Alavés,2-0,Mallorca,Mendizorrotza,Del Cerro Grande,"['Sivera', 'Ximo Navarro', 'Aleix Vidal', 'Laguardia', 'Rodrigo Ely', 'Duarte', 'Wakaso', 'Pina', 'Rioja', 'Guidetti', 'Joselu', 'Manolo Reina', 'Fran Gámez', 'Xisco Campos', 'Sastre', 'Valjent', 'Kubo', 'Febas']",73,80,"['Baba', 'Salva Sevilla', 'Budimir', 'Lago Junior', 'Lucas Pérez', 'Pere Pons', 'Burke', 'Dani Torres', 'Martín', 'Borja Sainz', 'Aritz Castro', 'Aridai', 'Abdón Prats', 'Dani Rodríguez', 'Fabricio', 'Lumor', 'Señé', 'Pedraza']",0,0
2019,7,28/09/2019,Athletic Club,0-1,Valencia,San Mamés,Melero López,"['Unai Simón', 'Capa', 'Yeray', 'Iñigo Martínez', 'Yuri', 'Raúl García', 'Dani García', 'Unai López', 'Ibai Gómez', 'Muniain', 'Williams', 'Cillessen', 'Wass', 'Garay', 'Diakhaby', 'Jaume Costa', 'Coquelin', 'Parejo']",73,84,"['Ferran Torres', 'Rodrigo', 'Cheryshev', 'Maxi Gómez', 'Beñat', 'Aduriz', 'Lekue', 'Herrerín', 'Núñez', 'Larrazabal', 'Vesga', 'Sobrino', 'Manu Vallejo', 'Gabriel Paulista', 'Jaume', 'Thierry Correia', 'Guedes', 'Lee']",0,0
2019,7,28/09/2019,Atlético de Madrid,0-0,Real Madrid,Estadio Metropolitano,González González,"['Oblak', 'Trippier', 'Savić', 'Giménez', 'Lodi', 'Saúl', 'João Félix', 'Koke', 'Thomas', 'Vitolo', 'Diego Costa', 'Courtois', 'Carvajal', 'Nacho', 'Varane', 'Sergio Ramos', 'Valverde', 'Casemiro']",91,93,"['Kroos', 'Bale', 'Benzema', 'Hazard', 'Marcos Llorente', 'Lemar', 'Correa', 'Adán', 'Arias', 'Héctor Herrera', 'Felipe', 'James Rodríguez', 'Jović', 'Modrić', 'Areola', 'Vinícius', 'Militão', 'Lucas Vázquez']",0,0
2019,7,29/09/2019,Eibar,2-0,Celta de Vigo,Estadio Municipal de Ipurua,Martínez Munuera,"['Dmitrović', 'Arbilla', 'Paulo Oliveira', 'José Ángel', 'Inui', 'De Blasis', 'Edu Expósito', 'Sergio Álvarez', 'Escalante', 'Kike García', 'Orellana', 'Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Brais Méndez', 'Lobotka']",80,81,"['Denis Suárez', 'Okay', 'Santi Mina', 'Iago Aspas', 'Pedro León', 'Tejero', 'Charles', 'Yoel', 'Bigas', 'Ramis', 'Diop', 'Pape Cheikh', 'Rafinha', 'Gabriel Fernández', 'Sergio Álvarez', 'Fran Beltrán', 'Jorge Sáenz', 'Kevin Vázquez']",0,0
2019,7,29/09/2019,Espanyol,0-2,Valladolid,Estadio del RCD Espanyol,Cuadra Fernández,"['Diego López', 'Javi López', 'Calero', 'Naldo', 'Dídac Vilà', 'Pedrosa', 'Marc Roca', 'Darder', 'Víctor Sánchez', 'Vargas', 'Calleri', 'Masip', 'Moyano', 'Salisu', 'Kiko Olivas', 'Nacho', 'Míchel', 'Toni']",80,80,"['Fede San Emeterio', 'Sandro', 'Óscar Plano', 'Sergi Guardiola', 'David López', 'Lei', 'Piatti', 'Andrés Prieto', 'Puado', 'Melendo', 'Granero', 'Pedro Porro', 'Ünal', 'Joaquín', 'Lunin', 'Anuar', 'Hervías', 'Waldo']",0,0
2019,7,28/09/2019,Getafe,0-2,Barcelona,Coliseum Alfonso Pérez,Gil Manzano,"['David Soria', 'Jason', 'Damián Suárez', 'Nyom', 'Bruno', 'Djené', 'Cucurella', 'Maksimović', 'Arambarri', 'Mata', 'Ángel', 'Ter Stegen', 'Lenglet', 'Piqué', 'Junior Firpo', 'De Jong', 'Sergi Roberto', 'Arthur']",82,84,"['Busquets', 'Carles Pérez', 'Griezmann', 'Luis Suárez', 'Jorge Molina', 'Kenedy', 'Portillo', 'Chichizola', 'Etxeita', 'Fajr', 'Timor', 'Rakitić', 'Semedo', 'Todibo', 'Neto', 'Wagué', 'Aleñá', 'Vidal']",0,0
2019,7,28/09/2019,Granada,1-0,Leganés,Estadio Nuevo Los Carmenes,Cordero Vega,"['Rui Silva', 'Víctor Díaz', 'Duarte', 'Germán', 'Neva', 'Herrera', 'Montoro', 'Azeez', 'Machís', 'Puertas', 'Soldado', 'Soriano', 'Navarro', 'Siovas', 'Awaziem', 'Omeruo', 'Jonathan Silva', 'Óscar']",71,77,"['Rubén Pérez', 'Recio', 'En-Nesyri', 'Braithwaite', 'Martínez', 'Carlos Fernández', 'Vadillo', 'Aarón', 'Gonalons', 'Köybaşı', 'Ramos', 'Arnaiz', 'Roque Mesa', 'Carrillo', 'Bustinza', 'Ruibal', 'Kevin Rodrigues', 'Grandi']",0,0
2019,7,29/09/2019,Levante,1-1,Osasuna,Ciutat de Valencia,Soto Grado,"['Aitor', 'Miramón', 'Postigo', 'Rubén Vezo', 'Clerc', 'Campaña', 'Radoja', 'Mayoral', 'Morales', 'Roger', 'Hernâni', 'Rubén', 'Nacho Vidal', 'Aridane', 'Oier', 'David García', 'Estupiñán', 'Rubén García']",76,79,"['Roberto Torres', 'Fran Mérida', 'Chimy Ávila', 'Adrián López', 'Sergio León', 'Rochina', 'Coke', 'Oier Olazábal', 'Vukčević', 'Cabaco', 'Melero', 'Moncayola', 'Rober Ibáñez', 'Villar', 'Herrera', 'Raúl Navas', 'Roncaglia', 'Brašanac']",0,0
2019,7,29/09/2019,Sevilla,3-2,Real Sociedad,Estadio Ramón Sánchez-Pizjuán,Alberola Rojas,"['Vaclík', 'Jesús Navas', 'Diego Carlos', 'Koundé', 'Reguilón', 'Óliver Torres', 'Banega', 'Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Moyá', 'Zaldúa', 'Elustondo', 'Llorente', 'Monreal', 'Ødegaard', 'Zurutuza']",81,82,"['Januzaj', 'Zubeldia', 'Oyarzabal', 'Willian José', 'Pozo', 'Franco Vázquez', 'Jordán', 'Bono', 'Sergi Gómez', 'Rony Lopes', 'Chicharito Hernández', 'Mikel Merino', 'Portu', 'Isak', 'Remiro', 'Aihen Muñoz', 'Sangalli', 'Le Normand']",0,0
2019,7,27/09/2019,Villarreal,5-1,Betis,Estadio de la Cerámica,Estrada Fernández,"['Asenjo', 'Rubén Peña', 'Quintillà', 'Pau Torres', 'Albiol', 'Moi Gómez', 'Zambo Anguissa', 'Iborra', 'Cazorla', 'Ekambi', 'Gerard Moreno', 'Joel', 'Emerson', 'Bartra', 'Feddal', 'Àlex Moreno', 'Pedraza', 'William Carvalho']",82,83,"['Canales', 'Joaquín', 'Loren', 'Borja Iglesias', 'Manu Trigueros', 'Ontiveros', 'Samu', 'Andrés Fernández', 'Mario Gaspar', 'Funes Mori', 'Bacca', 'Tello', 'Raúl', 'Lainez', 'Dani Martín', 'Javi García', 'Guardado', 'Mandi']",0,0
2019,8,06/10/2019,Barcelona,4-0,Sevilla,Camp Nou,Mateu Lahoz,"['Ter Stegen', 'Semedo', 'Todibo', 'Piqué', 'Vidal', 'De Jong', 'Sergi Roberto', 'Arthur', 'Dembélé', 'Messi', 'Luis Suárez', 'Vaclík', 'Jesús Navas', 'Diego Carlos', 'Carriço', 'Reguilón', 'Óliver Torres', 'Banega']",90,93,"['Ocampos', 'Fernando', 'De Jong', 'Nolito', 'Araújo', 'Busquets', 'Rakitić', 'Neto', 'Griezmann', 'Jordi Alba', 'Ansu Fati', 'Munir', 'Chicharito Hernández', 'Jordán', 'Bono', 'Koundé', 'Gudelj', 'Escudero']",0,0
2019,8,04/10/2019,Betis,1-1,Eibar,Benito Villamarín,Hernández Hernández,"['Joel', 'Emerson', 'Mandi', 'Bartra', 'Àlex Moreno', 'Pedraza', 'Guardado', 'Canales', 'Joaquín', 'Loren', 'Borja Iglesias', 'Dmitrović', 'Arbilla', 'Paulo Oliveira', 'Bigas', 'Inui', 'De Blasis', 'Edu Expósito']",78,79,"['Diop', 'Escalante', 'Kike García', 'Orellana', 'Fekir', 'Tello', 'Lainez', 'Dani Martín', 'Javi García', 'Feddal', 'Barragán', 'Tejero', 'Quique González', 'Charles', 'Yoel', 'Ramis', 'Sergio Álvarez', 'Pedro León']",0,0
2019,8,06/10/2019,Celta de Vigo,1-0,Athletic Club,Balaidos,Medié Jiménez,"['Rubén Blanco', 'Hugo Mallo', 'Aidoo', 'Araujo', 'Olaza', 'Lobotka', 'Rafinha', 'Denis Suárez', 'Okay', 'Santi Mina', 'Iago Aspas', 'Unai Simón', 'Capa', 'De Marcos', 'Yeray', 'Iñigo Martínez', 'Balenziaga', 'Raúl García']",76,83,"['Vesga', 'Dani García', 'Muniain', 'Williams', 'Fran Beltrán', 'Brais Méndez', 'Pape Cheikh', 'Sergio Álvarez', 'Jorge Sáenz', 'Gabriel Fernández', 'Kevin Vázquez', 'Aduriz', 'Larrazabal', 'Sancet', 'Herrerín', 'Núñez', 'Unai López', 'Lekue']",0,0
2019,8,05/10/2019,Leganés,1-2,Levante,Estadio Municipal de Butarque,Munuera Montero,"['Soriano', 'Siovas', 'Awaziem', 'Bustinza', 'Jonathan Silva', 'Óscar', 'Recio', 'Roque Mesa', 'Ruibal', 'Carrillo', 'En-Nesyri', 'Aitor', 'Miramón', 'Cabaco', 'Rubén Vezo', 'Clerc', 'Campaña', 'Vukčević']",69,77,"['Radoja', 'Morales', 'Roger', 'Sergio León', 'Arnaiz', 'Kevin Rodrigues', 'Braithwaite', 'Navarro', 'Rivera', 'Eraso', 'Grandi', 'Duarte', 'Melero', 'Rochina', 'Oier Olazábal', 'Toño', 'Mayoral', 'Coke']",0,0
