Season,Round,TeamHome,Result,TeamAway,Stadium,Date,Time,Spectators,Referee,YellowCards,RedCards
2017,3,Barcelona ,5 – 0 ,Espanyol ,Camp Nou ,9 de septiembre ,20:45 ,72.857,Gil Manzano ,6,0
2017,3,Deportivo de La Coruña ,2 – 4 ,Real Sociedad ,Abanca Riazor ,10 de septiembre ,12:00 ,21.942,Munuera Montero ,4,0
2017,3,Athletic Club ,2 – 0 ,Girona ,San Mamés ,10 de septiembre ,16:15 ,39.952,Trujillo Suárez ,10,0
2017,3,Celta de Vigo ,1 – 0 ,Deportivo Alavés ,Balaídos ,10 de septiembre ,18:30 ,6.133,Melero López ,8,0
2017,3,Villarreal ,3 – 1 ,Betis ,La Cerámica ,10 de septiembre ,20:45 ,18.638,Medié Jiménez ,3,0
2017,3,Málaga ,1 – 3 , Las Palmas ,La Rosaleda ,11 de septiembre ,21:00 ,22.697,Estrada Fernández ,6,0
2017,4,Eibar ,1 – 0 ,Leganés ,Ipurúa ,15 de septiembre ,21:00 ,4.967,Martínez Munuera ,7,0
2017,4,Levante  ,1 – 1 ,Valencia ,Ciudad de València ,16 de septiembre ,13:00 ,21.77,Del Cerro Grande ,3,0
2017,4,Getafe ,1 – 2 ,Barcelona ,Alfonso Pérez ,16 de septiembre ,16:15 ,14.922,Fernández Borbalán ,6,0
2017,4,Betis ,2 – 1 ,Deportivo de La Coruña ,Villamarín ,16 de septiembre ,18:30 ,46.267,Undiano Mallenco ,5,0
2017,4,Atlético de Madrid ,1 – 0 ,Málaga ,Wanda Metropolitano ,16 de septiembre ,20:45 ,62.906,Sánchez Martínez ,5,0
2017,4,Deportivo Alavés ,0 – 3 ,Villarreal ,Mendizorroza ,17 de septiembre ,12:00 ,13.887,Jaime Latre ,4,0
2017,4,Girona ,0 – 1 ,Sevilla ,Montilivi ,17 de septiembre ,16:15 ,10.872,De Burgos Bengoetxea ,7,0
2017,4, Las Palmas ,1 – 0 ,Athletic Club ,Gran Canaria ,17 de septiembre ,18:30 ,19.149,González Fuertes ,5,0
2017,4,Real Sociedad ,1 – 3 ,Real Madrid ,Anoeta ,17 de septiembre ,20:45 ,24.675,Iglesias Villanueva ,5,0
2017,4,Espanyol ,2 – 1 ,Celta de Vigo ,RCDE Stadium ,18 de septiembre ,21:00 ,14.853,Alberola Rojas ,5,0
2017,5,Valencia ,5 – 0 ,Málaga ,Mestalla ,19 de septiembre ,20:00 ,36.215,Álvarez Izquierdo ,1,0
2017,5,Barcelona ,6 – 1 ,Eibar ,Camp Nou ,19 de septiembre ,22:00 ,51.645,Hernández Hernández ,2,0
2017,5,Athletic Club ,1 – 2 ,Atlético de Madrid ,San Mamés ,20 de septiembre ,20:00 ,43.381,Estrada Fernández ,2,0
2017,5,Leganés ,0 – 0 ,Girona ,Butarque ,20 de septiembre ,20:00 ,9.781,Melero López ,5,0
2017,5,Deportivo de La Coruña ,1 – 0 ,Deportivo Alavés ,Abanca Riazor ,20 de septiembre ,21:00 ,15.518,Medié Jiménez ,2,0
2017,5,Sevilla ,1 – 0 , Las Palmas ,Sánchez Pizjuán ,20 de septiembre ,22:00 ,35.317,González González ,4,0
2017,5,Real Madrid ,0 – 1 ,Betis ,Bernabéu ,20 de septiembre ,22:00 ,65.102,Mateu Lahoz ,3,0
2017,5,Villarreal ,0 – 0 ,Espanyol ,La Cerámica ,21 de septiembre ,20:00 ,17.094,Munuera Montero ,7,0
2017,5,Celta de Vigo ,1 – 1 ,Getafe ,Balaídos ,21 de septiembre ,21:00 ,15.068,Trujillo Suárez ,6,0
2017,5,Levante  ,3 – 0 ,Real Sociedad ,Ciudad de València ,21 de septiembre ,22:00 ,17.632,Gil Manzano ,3,0
2017,6,Atlético de Madrid ,2 – 0 ,Sevilla ,Wanda Metropolitano ,23 de septiembre ,13:00 ,60.823,Martínez Munuera ,7,0
2017,6,Deportivo Alavés ,1 – 2 ,Real Madrid ,Mendizorroza ,23 de septiembre ,16:15 ,19.559,Undiano Mallenco ,7,0
2017,6,Málaga ,3 – 3 ,Athletic Club ,La Rosaleda ,23 de septiembre ,18:30 ,23.423,Del Cerro Grande ,8,0
2017,6,Girona ,0 – 3 ,Barcelona ,Montilivi ,23 de septiembre ,20:45 ,13.305,Sánchez Martínez ,3,0
2017,6,Espanyol ,4 – 1 ,Deportivo de La Coruña ,RCDE Stadium ,24 de septiembre ,12:00 ,19.585,De Burgos Bengoetxea ,3,0
2017,6,Getafe ,4 – 0 ,Villarreal ,Alfonso Pérez ,24 de septiembre ,16:15 ,10.874,Iglesias Villanueva ,5,0
2017,6, Las Palmas ,0 – 2 ,Leganés ,Gran Canaria ,24 de septiembre ,18:30 ,17.56,Alberola Rojas ,4,0
2017,6,Eibar ,0 – 4 ,Celta de Vigo ,Ipurúa ,24 de septiembre ,18:30 ,5.345,Fernández Borbalán ,3,0
2017,6,Real Sociedad ,2 – 3 ,Valencia ,Anoeta ,24 de septiembre ,20:45 ,20.266,Jaime Latre ,8,0
2017,6,Betis ,4 – 0 ,Levante  ,Villamarín ,25 de septiembre ,21:00 ,48.237,González Fuertes ,1,0
2017,7,Celta de Vigo ,3 – 3 ,Girona ,Balaídos ,29 de septiembre ,21:00 ,16.126,González Fuertes ,7,0
2017,7,Deportivo de La Coruña ,2 – 1 ,Getafe ,Abanca Riazor ,30 de septiembre ,13:00 ,19.329,Estrada Fernández ,9,0
2017,7,Sevilla ,2 – 0 ,Málaga ,Sánchez Pizjuán ,30 de septiembre ,16:15 ,34.43,Trujillo Suárez ,3,0
2017,7,Levante  ,0 – 2 ,Deportivo Alavés ,Ciudad de Valencia ,30 de septiembre ,18:30 ,18.528,Fernández Borbalán ,6,0
2017,7,Leganés ,0 – 0 ,Atlético de Madrid ,Butarque ,30 de septiembre ,20:45 ,11.454,Gil Manzano ,3,0
2017,7,Real Sociedad ,4 – 4 ,Betis ,Anoeta ,1 de octubre ,12:00 ,19.669,Álvarez Izquierdo ,6,0
2017,7,Barcelona ,3 – 0 , Las Palmas ,Camp Nou ,1 de octubre ,16:15 ,0,Munuera Montero ,6,0
2017,7,Valencia ,3 – 2 ,Athletic Club ,Mestalla ,1 de octubre ,18:30 ,42.07,Hernández Hernández ,7,0
2017,7,Villarreal ,3 – 0 ,Eibar ,La Cerámica ,1 de octubre ,18:30 ,17.09,Melero López ,3,0
2017,7,Real Madrid ,2 – 0 ,Espanyol ,Bernabéu ,1 de octubre ,20:45 ,71.205,González González ,4,0
2017,8,Espanyol ,0 – 0 ,Levante  ,RCDE Stadium ,13 de octubre ,21:00 ,19.365,Undiano Mallenco ,5,0
2017,8,Athletic Club ,1 – 0 ,Sevilla ,San Mamés ,14 de octubre ,13:00 ,40.197,Iglesias Villanueva ,9,0
2017,8,Getafe ,1 – 2 ,Real Madrid ,Alfonso Pérez ,14 de octubre ,16:15 ,15.35,Martínez Munuera ,5,0
2017,8,Deportivo Alavés ,0 – 2 ,Real Sociedad ,Mendizorroza ,14 de octubre ,18:30 ,19.84,Alberola Rojas ,2,0
2017,8,Atlético de Madrid ,1 – 1 ,Barcelona ,Wanda Metropolitano ,14 de octubre ,20:45 ,64.393,Mateu Lahoz ,5,0
2017,8,Eibar ,0 – 0 ,Deportivo de La Coruña ,Ipurúa ,15 de octubre ,12:00 ,5.125,Jaime Latre ,4,0
2017,8,Girona ,1 – 2 ,Villarreal ,Montilivi ,15 de octubre ,16:15 ,9.935,Del Cerro Grande ,7,0
2017,8,Málaga ,0 – 2 ,Leganés ,La Rosaleda ,15 de octubre ,18:30 ,23.951,González González ,6,0
2017,8,Betis ,3 – 6 ,Valencia ,Villamarín ,15 de octubre ,20:45 ,48.792,Sánchez Martínez ,5,0
2017,8, Las Palmas ,2 – 5 ,Celta de Vigo ,Gran Canaria ,16 de octubre ,21:00 ,15.799,Medié Jiménez ,3,1
2017,9,Levante  ,1 – 1 ,Getafe ,Ciudad de Valencia ,21 de octubre ,13:00 ,18.064,De Burgos Bengoetxea ,4,0
2017,9,Betis ,2 – 0 ,Deportivo Alavés ,Villamarín ,21 de octubre ,16:15 ,49.243,Trujillo Suárez ,4,0
2017,9,Valencia ,4 – 0 ,Sevilla ,Mestalla ,21 de octubre ,18:30 ,44.307,Estrada Fernández ,6,0
2017,9,Barcelona ,2 – 0 ,Málaga ,Camp Nou ,21 de octubre ,20:45 ,74.397,González Fuertes ,5,0
2017,9,Villarreal ,4 – 0 , Las Palmas ,La Cerámica ,22 de octubre ,12:00 ,16.606,Fernández Borbalán ,6,0
2017,9,Celta de Vigo ,0 – 1 ,Atlético de Madrid ,Balaídos ,22 de octubre ,16:15 ,12.978,Munuera Montero ,8,0
2017,9,Leganés ,1 – 0 ,Athletic Club ,Butarque ,22 de octubre ,18:30 ,11.454,Mateu Lahoz ,7,0
2017,9,Real Madrid ,3 – 0 ,Eibar ,Bernabéu ,22 de octubre ,20:45 ,66.781,Álvarez Izquierdo ,2,0
2017,9,Real Sociedad ,1 – 1 ,Espanyol ,Anoeta ,23 de octubre ,20:00 ,18.515,Melero López ,8,0
2017,9,Deportivo de La Coruña ,1 – 2 ,Girona ,Abanca Riazor ,23 de octubre ,21:00 ,17.463,Gil Manzano ,11,0
2017,10,Deportivo Alavés ,1 – 2 ,Valencia ,Mendizorroza ,28 de octubre ,13:00 ,18.638,González González ,6,0
2017,10,Atlético de Madrid ,1 – 1 ,Villarreal ,Wanda Metropolitano ,28 de octubre ,18:30 ,61.421,Undiano Mallenco ,4,0
2017,10,Athletic Club ,0 – 2 ,Barcelona ,San Mamés ,28 de octubre ,20:45 ,43.57,Martínez Munuera ,5,0
2017,10,Sevilla ,2 – 1 ,Leganés ,Sánchez Pizjuán ,28 de octubre ,22:30 ,32.097,Medié Jiménez ,3,0
2017,10,Getafe ,2 – 1 ,Real Sociedad ,Alfonso Pérez ,29 de octubre ,12:00 ,11.01,Sánchez Martínez ,5,0
2017,10,Girona ,2 – 1 ,Real Madrid ,Montilivi ,29 de octubre ,16:15 ,13.382,Hernández Hernández ,3,0
2017,10,Eibar ,2 – 2 ,Levante  ,Ipurúa ,29 de octubre ,18:30 ,5.131,Alberola Rojas ,4,0
2017,10,Málaga ,2 – 1 ,Celta de Vigo ,La Rosaleda ,29 de octubre ,20:45 ,19.541,Jaime Latre ,5,0
2017,10, Las Palmas ,1 – 3 ,Deportivo de La Coruña ,Gran Canaria ,30 de octubre ,21:00 ,14.805,Del Cerro Grande ,2,0
2017,10,Espanyol ,1 – 0 ,Betis ,RCDE Stadium ,30 de octubre ,21:00 ,17.856,Iglesias Villanueva ,7,0
2017,11,Betis ,2 – 2 ,Getafe ,Villamarín ,3 de noviembre ,21:00 ,42.323,Mateu Lahoz ,8,0
2017,11,Valencia ,3 – 0 ,Léganés ,Mestalla ,4 de noviembre ,13:00 ,39.694,De Burgos Bengoetxea ,3,0
2017,11,Deportivo de La Coruña ,0 – 1 ,Atlético de Madrid ,Abanca Riazor ,4 de noviembre ,16:15 ,22.733,Álvarez Izquierdo ,6,0
2017,11,Deportivo Alavés ,1 – 0 ,Espanyol ,Mendizorroza ,4 de noviembre ,18:30 ,19.368,González Fuertes ,9,0
2017,11,Barcelona ,2 – 1 ,Sevilla ,Camp Nou ,4 de noviembre ,20:45 ,70.723,González González ,1,0
2017,11,Levante  ,1 – 2 ,Girona ,Ciudad de València ,5 de noviembre ,12:00 ,18.324,Munuera Montero ,7,0
2017,11,Celta de Vigo ,3 – 1 ,Athletic Club ,Balaídos ,5 de noviembre ,16:15 ,19.779,Gil Manzano ,5,0
2017,11,Villarreal ,2 – 0 ,Málaga ,La Cerámica ,5 de noviembre ,18:30 ,17.755,Estrada Fernández ,6,0
2017,11,Real Sociedad ,3 – 1 ,Eibar ,Anoeta ,5 de noviembre ,18:30 ,20.387,Trujillo Suárez ,3,0
2017,11,Real Madrid ,3 – 0 , Las Palmas ,Bernabéu ,5 de noviembre ,20:45 ,67.12,Sánchez Martínez ,3,0
2017,12,Girona ,1 – 1 ,Real Sociedad ,Montilivi ,17 de noviembre ,21:00 ,10.136,Iglesias Villanueva ,6,0
2017,12,Getafe ,4 – 1 ,Deportivo Alavés ,Alfonso Pérez ,18 de noviembre ,13:00 ,10.014,Jaime Latre ,6,0
2017,12,Leganés ,0 – 3 ,Barcelona ,Butarque ,18 de noviembre ,16:15 ,11.454,Undiano Mallenco ,3,0
2017,12,Sevilla ,2 – 1 ,Celta de Vigo ,Sánchez Pizjuán ,18 de noviembre ,18:30 ,35.03,Del Cerro Grande ,5,0
2017,12,Atlético de Madrid ,0 – 0 ,Real Madrid ,Wanda Metropolitano ,18 de noviembre ,20:45 ,66.496,Fernández Borbalán ,8,0
2017,12,Málaga ,3 – 2 ,Deportivo de La Coruña ,La Rosaleda ,19 de noviembre ,12:00 ,24.563,Martínez Munuera ,9,0
2017,12,Espanyol ,0 – 2 ,Valencia ,RCDE Stadium ,19 de noviembre ,16:15 ,25.529,Hernández Hernández ,4,0
2017,12, Las Palmas ,0 – 2 ,Levante  ,Gran Canaria ,19 de noviembre ,18:30 ,26.212,Melero López ,5,0
2017,12,Athletic Club ,1 – 1 ,Villarreal ,San Mamés ,19 de noviembre ,20:45 ,36.666,Medié Jiménez ,4,0
2017,12,Eibar ,5 – 0 ,Betis ,Ipurúa ,20 de noviembre ,21:00 ,4.638,González González ,4,1
2017,13,Celta de Vigo ,1 – 0 ,Leganés ,Balaídos ,24 de noviembre ,21:00 ,10.611,Hernández Hernández ,5,0
2017,13,Deportivo Alavés ,1 – 2 ,Eibar ,Mendizorroza ,25 de noviembre ,13:00 ,19.272,Munuera Montero ,9,1
2017,13,Real Madrid ,3 – 2 ,Málaga ,Bernabéu ,25 de noviembre ,16:15 ,75.671,Gil Manzano ,3,0
2017,13,Betis ,2 – 2 ,Girona ,Villamarín ,25 de noviembre ,18:30 ,45.681,Del Cerro Grande ,3,0
2017,13,Levante  ,0 – 5 ,Atlético de Madrid ,Ciudad de València ,25 de noviembre ,20:45 ,21.549,Trujillo Suárez ,3,0
2017,13,Deportivo de La Coruña ,2 – 2 ,Athletic Club ,Abanca Riazor ,26 de noviembre ,12:00 ,30.879,González González ,5,0
2017,13,Real Sociedad ,2 – 2 , Las Palmas ,Anoeta ,26 de noviembre ,16:15 ,19.78,González Fuertes ,7,0
2017,13,Villarreal ,2 – 3 ,Sevilla ,La Cerámica ,26 de noviembre ,18:30 ,16.698,Alberola Rojas ,7,0
2017,13,Valencia ,1 – 1 ,Barcelona ,Mestalla ,26 de noviembre ,20:45 ,47.775,Iglesias Villanueva ,4,0
2017,13,Espanyol ,1 – 0 ,Getafe ,RCDE Stadium ,27 de noviembre ,21:00 ,11.659,Martínez Munuera ,10,0
2017,14,Málaga ,0 – 0 ,Levante  ,La Rosaleda ,1 de diciembre ,21:00 ,17.886,De Burgos Bengoetxea ,4,0
2017,14,Barcelona ,2 – 2 ,Celta de Vigo ,Camp Nou ,2 de diciembre ,13:00 ,63.208,Melero López ,9,0
2017,14,Atlético de Madrid ,2 – 1 ,Real Sociedad ,Wanda Metropolitano ,2 de diciembre ,16:15 ,57.394,Jaime Latre ,3,0
2017,14,Sevilla ,2 – 0 ,Deportivo de La Coruña ,Sánchez Pizjuán ,2 de diciembre ,18:30 ,32.017,Sánchez Martínez ,4,0
2017,14,Athletic Club ,0 – 0 ,Real Madrid ,San Mamés ,2 de diciembre ,20:45 ,44.884,Mateu Lahoz ,7,0
2017,14,Leganés ,3 – 1 ,Villarreal ,Butarque ,3 de diciembre ,12:00 ,10.017,Fernández Borbalán ,6,0
2017,14,Getafe ,1 – 0 ,Valencia ,Alfonso Pérez ,3 de diciembre ,16:15 ,12.48,Medié Jiménez ,12,0
2017,14,Eibar ,3 – 1 ,Espanyol ,Ipurúa ,3 de diciembre ,18:30 ,4.693,Undiano Mallenco ,6,0
2017,14, Las Palmas ,1 – 0 ,Betis ,Gran Canaria ,3 de diciembre ,20:45 ,16.313,Estrada Fernández ,8,0
2017,14,Girona ,2 – 3 ,Deportivo Alavés ,Montilivi ,4 de diciembre ,21:00 ,7.316,Alberola Rojas ,3,0
2017,15,Deportivo Alavés ,2 – 0 , Las Palmas ,Mendizorroza ,8 de diciembre ,21:00 ,18.567,Medié Jiménez ,2,0
2017,15,Getafe ,0 – 0 ,Eibar ,Alfonso Pérez ,9 de diciembre ,13:00 ,9.317,Alberola Rojas ,5,0
2017,15,Real Madrid ,5 – 0 ,Sevilla ,Bernabéu ,9 de diciembre ,16:15 ,76.924,Martínez Munuera ,2,0
2017,15,Deportivo de La Coruña ,1 – 0 ,Leganés ,Abanca Riazor ,9 de diciembre ,18:30 ,18.366,Melero López ,8,0
2017,15,Valencia ,2 – 1 ,Celta de Vigo ,Mestalla ,9 de diciembre ,20:45 ,35.633,Munuera Montero ,6,0
2017,15,Real Sociedad ,0 – 2 ,Málaga ,Anoeta ,10 de diciembre ,12:00 ,16.834,Del Cerro Grande ,2,0
2017,15,Betis ,0 – 1 ,Atlético de Madrid ,Villamarín ,10 de diciembre ,16:15 ,45.517,Hernández Hernández ,7,0
2017,15,Levante  ,1 – 2 ,Athletic Club ,Ciudad de València ,10 de diciembre ,18:30 ,18.005,Estrada Fernández ,6,0
2017,15,Villarreal ,0 – 2 ,Barcelona ,La Cerámica ,10 de diciembre ,20:45 ,21.087,De Burgos Bengoetxea ,3,1
2017,15,Espanyol ,0 – 1 ,Girona ,RCDE Stadium ,11 de diciembre ,21:00 ,13.846,González González ,4,0
2017,16,Sevilla ,0 – 0 ,Levante  ,Sánchez Pizjuán ,15 de diciembre ,21:00 ,25.803,Iglesias Villanueva ,5,0
2017,16,Athletic Club ,0 – 0 ,Real Sociedad ,San Mamés ,16 de diciembre ,16:15 ,45.504,Fernández Borbalán ,3,0
2017,16,Eibar ,2 – 1 ,Valencia ,Ipurúa ,16 de diciembre ,18:30 ,5.219,González Fuertes ,5,0
2017,16,Atlético de Madrid ,1 – 0 ,Deportivo Alavés ,Wanda Metropolitano ,16 de diciembre ,20:45 ,49.937,Gil Manzano ,7,0
2017,16,Girona ,1 – 0 ,Getafe ,Montilivi ,17 de diciembre ,12:00 ,10.095,Undiano Mallenco ,8,0
2017,16,Celta de Vigo ,0 – 1 ,Villarreal ,Balaídos ,17 de diciembre ,16:15 ,18.215,Estrada Fernández ,4,0
2017,16, Las Palmas ,2 – 2 ,Espanyol ,Gran Canaria ,17 de diciembre ,18:30 ,14.02,Sánchez Martínez ,6,0
2017,16,Barcelona ,4 – 0 ,Deportivo de La Coruña ,Camp Nou ,17 de diciembre ,20:45 ,53.607,Mateu Lahoz ,1,0
2017,16,Málaga ,0 – 2 ,Betis ,La Rosaleda ,18 de diciembre ,21:00 ,22.488,Alberola Rojas ,4,1
2017,16,Leganés ,1 – 3 ,Real Madrid ,Butarque ,21 de febrero ,18:45 ,11.423,González González ,3,0
2017,17,Levante  ,0 – 0 ,Leganés ,Ciudad de València ,19 de diciembre ,21:30 ,14.639,Jaime Latre ,12,0
2017,17,Getafe ,2 – 0 , Las Palmas ,Alfonso Pérez ,20 de diciembre ,19:30 ,9.231,De Burgos Bengoetxea ,4,0
2017,17,Real Sociedad ,3 – 1 ,Sevilla ,Anoeta ,20 de diciembre ,21:30 ,17.205,Hernández Hernández ,6,0
2017,17,Eibar ,4 – 1 ,Girona ,Ipurúa ,21 de diciembre ,19:30 ,4.867,Iglesias Villanueva ,3,0
2017,17,Deportivo Alavés ,1 – 0 ,Málaga ,Mendizorroza ,21 de diciembre ,21:30 ,18.733,Álvarez Izquierdo ,7,0
2017,17,Betis ,0 – 2 ,Athletic Club ,Villamarín ,22 de diciembre ,19:30 ,42.713,Martínez Munuera ,3,1
2017,17,Espanyol ,1 – 0 ,Atlético de Madrid ,RCDE Stadium ,22 de diciembre ,21:30 ,19.327,Melero López ,7,0
2017,17,Real Madrid ,0 – 3 ,Barcelona ,Bernabéu ,23 de diciembre ,13:00 ,80.264,Sánchez Martínez ,4,1
2017,17,Valencia ,0 – 1 ,Villarreal ,Mestalla ,23 de diciembre ,16:15 ,39.181,Trujillo Suárez ,12,0
2017,17,Deportivo de La Coruña ,1 – 3 ,Celta de Vigo ,Abanca Riazor ,23 de diciembre ,18:30 ,27.877,Undiano Mallenco ,4,0
2017,18,Atlético de Madrid ,2 – 0 ,Getafe ,Wanda Metropolitano ,6 de enero ,13:00 ,47.023,Munuera Montero ,10,0
2017,18,Valencia ,2 – 1 ,Girona ,Mestalla ,6 de enero ,16:15 ,27.749,Fernández Borbalán ,9,0
2017,18, Las Palmas ,1 – 2 ,Eibar ,Gran Canaria ,6 de enero ,18:30 ,12.059,González González ,6,0
2017,18,Sevilla ,3 – 5 ,Betis ,Sánchez Pizjuán ,6 de enero ,20:45 ,40.282,Gil Manzano ,9,0
2017,18,Leganés ,1 – 0 ,Real Sociedad ,Butarque ,7 de enero ,12:00 ,7.523,Estrada Fernández ,1,0
2017,18,Barcelona ,3 – 0 ,Levante  ,Camp Nou ,7 de enero ,16:15 ,56.38,Del Cerro Grande ,4,0
2017,18,Villarreal ,1 – 1 ,Deportivo de La Coruña ,La Cerámica ,7 de enero ,18:30 ,15.442,Medié Jiménez ,7,0
2017,18,Athletic Club ,2 – 0 ,Deportivo Alavés ,San Mamés ,7 de enero ,18:30 ,41,González Fuertes ,6,0
2017,18,Celta de Vigo ,2 – 2 ,Real Madrid ,Balaídos ,7 de enero ,20:45 ,20.872,Jaime Latre ,4,0
2017,18,Málaga ,0 – 1 ,Espanyol ,La Rosaleda ,8 de enero ,21:00 ,12.149,Mateu Lahoz ,5,0
2017,19,Getafe ,1 – 0 ,Málaga ,Alfonso Pérez ,12 de enero ,21:00 ,9.513,Martínez Munuera ,4,0
2017,19,Girona ,6 – 0 , Las Palmas ,Montilivi ,13 de enero ,13:00 ,10.037,Melero López ,7,0
2017,19,Real Madrid ,0 – 1 ,Villarreal ,Bernabéu ,13 de enero ,16:15 ,63.403,Undiano Mallenco ,3,0
2017,19,Eibar ,0 – 1 ,Atlético de Madrid ,Ipurúa ,13 de enero ,18:30 ,6.186,Mateu Lahoz ,3,0
2017,19,Deportivo de La Coruña ,1 – 2 ,Valencia ,Abanca Riazor ,13 de enero ,20:45 ,19.031,Alberola Rojas ,3,0
2017,19,Levante  ,0 – 1 ,Celta de Vigo ,Ciudad de València ,14 de enero ,12:00 ,17.007,Álvarez Izquierdo ,7,0
2017,19,Deportivo Alavés ,1 – 0 ,Sevilla ,Mendizorroza ,14 de enero ,16:15 ,19.413,Sánchez Martínez ,7,0
2017,19,Espanyol ,1 – 1 ,Athletic Club ,RCDE Stadium ,14 de enero ,18:30 ,20.228,Trujillo Suárez ,6,0
2017,19,Real Sociedad ,2 – 4 ,Barcelona ,Anoeta ,14 de enero ,20:45 ,23.277,González González ,4,0
2017,19,Betis ,3 – 2 ,Leganés ,Villamarín ,15 de enero ,21:00 ,41.777,Iglesias Villanueva ,5,0
2017,20,Getafe ,2 – 2 ,Athletic Club ,Alfonso Pérez ,19 de enero ,21:00 ,11.457,Gil Manzano ,6,0
2017,20,Espanyol ,0 – 3 ,Sevilla ,RCDE Stadium ,20 de enero ,13:00 ,19.607,Undiano Mallenco ,6,0
2017,20,Atlético de Madrid ,1 – 1 ,Girona ,Wanda Metropolitano ,20 de enero ,16:15 ,55.076,De Burgos Bengoetxea ,7,0
2017,20,Villarreal ,2 – 1 ,Levante  ,La Cerámica ,20 de enero ,18:30 ,16.773,González González ,4,0
2017,20, Las Palmas ,2 – 1 ,Valencia ,Gran Canaria ,20 de enero ,20:45 ,20.242,Munuera Montero ,11,0
2017,20,Deportivo Alavés ,2 – 2 ,Leganés ,Mendizorroza ,21 de enero ,12:00 ,19.637,Trujillo Suárez ,6,0
2017,20,Real Madrid ,7 – 1 ,Deportivo de La Coruña ,Bernabéu ,21 de enero ,16:15 ,63.504,Fernández Borbalán ,2,0
2017,20,Real Sociedad ,1 – 2 ,Celta de Vigo ,Anoeta ,21 de enero ,18:30 ,19.081,Mateu Lahoz ,3,0
2017,20,Betis ,0 – 5 ,Barcelona ,Villamarín ,21 de enero ,20:45 ,53.426,Jaime Latre ,4,0
2017,20,Eibar ,1 – 1 ,Málaga ,Ipurúa ,22 de enero ,21:00 ,452,Medié Jiménez ,4,0
2017,21,Athletic Club ,1 – 1 ,Eibar ,San Mamés ,26 de enero ,21:00 ,39.331,Melero López ,0,0
2017,21,Deportivo de La Coruña ,2 – 2 ,Levante  ,Abanca Riazor ,27 de enero ,13:00 ,20.151,González Fuertes ,12,0
2017,21,Valencia ,1 – 4 ,Real Madrid ,Mestalla ,27 de enero ,16:15 ,47.034,Estrada Fernández ,5,0
2017,21,Málaga ,0 – 0 ,Girona ,La Rosaleda ,27 de enero ,18:30 ,22.125,Undiano Mallenco ,3,0
2017,21,Villarreal ,4 – 2 ,Real Sociedad ,La Cerámica ,27 de enero ,20:45 ,15.052,Del Cerro Grande ,2,0
2017,21,Leganés ,3 – 2 ,Espanyol ,Butarque ,28 de enero ,12:00 ,10.132,Martínez Munuera ,6,0
2017,21,Atlético de Madrid ,3 – 0 , Las Palmas ,Wanda Metropolitano ,28 de enero ,16:15 ,55.363,Álvarez Izquierdo ,3,0
2017,21,Sevilla ,1 – 1 ,Getafe ,Sánchez Pizjuán ,28 de enero ,18:30 ,34.011,Alberola Rojas ,6,0
2017,21,Barcelona ,2 – 1 ,Deportivo Alavés ,Camp Nou ,28 de enero ,20:45 ,62.369,Iglesias Villanueva ,2,0
2017,21,Celta de Vigo ,3 – 2 ,Betis ,Balaídos ,29 de enero ,21:00 ,14.667,Sánchez Martínez ,6,0
2017,22,Real Sociedad ,5 – 0 ,Deportivo de La Coruña ,Anoeta ,2 de febrero ,21:00 ,15.626,Undiano Mallenco ,1,0
2017,22,Eibar ,5 – 1 ,Sevilla ,Ipurúa ,3 de febrero ,13:00 ,5.311,Trujillo Suárez ,3,0
2017,22,Betis ,2 – 1 ,Villarreal ,Villamarín ,3 de febrero ,16:15 ,50.102,Alberola Rojas ,3,1
2017,22,Deportivo Alavés ,2 – 1 ,Celta de Vigo ,Mendizorroza ,3 de febrero ,18:30 ,19.437,Martínez Munuera ,5,0
2017,22,Levante  ,2 – 2 ,Real Madrid ,Ciudad de València ,3 de febrero ,20:45 ,23.542,Melero López ,6,0
2017,22,Getafe ,0 – 0 ,Leganés ,Alfonso Pérez ,4 de febrero ,12:00 ,10.657,Álvarez Izquierdo ,8,0
2017,22,Espanyol ,1 – 1 ,Barcelona ,RCDE Stadium ,4 de febrero ,16:15 ,23.287,Gil Manzano ,7,0
2017,22,Girona ,2 – 0 ,Athletic Club ,Montilivi ,4 de febrero ,18:30 ,9.602,Munuera Montero ,2,0
2017,22,Atlético de Madrid ,1 – 0 ,Valencia ,Wanda Metropolitano ,4 de febrero ,20:45 ,49.596,Iglesias Villanueva ,2,0
2017,22, Las Palmas ,1 – 0 ,Málaga ,Gran Canaria ,5 de febrero ,21:00 ,17.424,De Burgos Bengoetxea ,5,0
2017,23,Athletic Club ,0 – 0 , Las Palmas ,San Mamés ,9 de febrero ,21:00 ,33.679,Estrada Fernández ,8,0
2017,23,Villarreal ,1 – 2 ,Deportivo Alavés ,La Cerámica ,10 de febrero ,13:00 ,14.984,Trujillo Suárez ,8,0
2017,23,Málaga ,0 – 1 ,Atlético de Madrid ,La Rosaleda ,10 de febrero ,16:15 ,25.482,Sánchez Martínez ,5,0
2017,23,Leganés ,0 – 1 ,Eibar ,Butarque ,10 de febrero ,18:30 ,9.327,González Fuertes ,6,0
2017,23,Real Madrid ,5 – 2 ,Real Sociedad ,Bernabéu ,10 de febrero ,20:45 ,63.811,Hernández Hernández ,3,0
2017,23,Sevilla ,1 – 0 ,Girona ,Sánchez Pizjuán ,11 de febrero ,12:00 ,33.129,Jaime Latre ,4,0
