Season,Round,TeamHome,Result,TeamAway,Stadium,Date,Time,Spectators,Referee,YellowCards,RedCards
2018,5,Barcelona ,2 – 2 ,Girona ,Camp Nou ,23 de septiembre ,20:45 ,76.055,Gil Manzano ,8,1
2018,6,Espanyol ,1 – 0 ,Eibar ,RCDE Stadium ,25 de septiembre ,20:00 ,13.547,Munuera Montero ,4,0
2018,6,Real Sociedad ,2 – 2 ,Rayo Vallecano ,Anoeta ,25 de septiembre ,21:00 ,21.51,Martínez Munuera ,7,0
2018,6,Atlético de Madrid ,3 – 0 ,Huesca ,Wanda Metropolitano ,25 de septiembre ,22:00 ,47.023,González Fuertes ,2,0
2018,6,Athletic Club ,0 – 3 ,Villarreal ,San Mamés ,26 de septiembre ,20:00 ,39.672,Del Cerro Grande ,2,0
2018,6,Leganés ,2 – 1 ,Barcelona ,Butarque ,26 de septiembre ,20:00 ,12.231,Undiano Mallenco ,6,0
2018,6,Valencia ,1 – 1 ,Celta de Vigo ,Mestalla ,26 de septiembre ,22:00 ,35.495,De Burgos Bengoetxea ,4,0
2018,6,Sevilla ,3 – 0 ,Real Madrid ,Sánchez Pizjuán ,26 de septiembre ,22:00 ,40.972,Hernández Hernández ,7,0
2018,6,Deportivo Alavés ,1 – 1,Getafe ,Mendizorroza ,27 de septiembre ,20:00 ,18.373,Prieto Iglesias ,6,0
2018,6,Valladolid ,2 – 1 ,Levante  ,José Zorrilla ,27 de septiembre ,20:00 ,16.44,Medié Jiménez ,5,0
2018,6,Girona ,0 – 1 ,Betis ,Montilivi ,27 de septiembre ,22:00 ,11.358,González González ,4,0
2018,7,Rayo Vallecano ,2 – 2 ,Espanyol ,Vallecas ,28 de septiembre ,21:00 ,12.102,Alberola Rojas ,6,0
2018,7,Real Sociedad ,0 – 1 ,Valencia ,Anoeta ,29 de septiembre ,13:00 ,23.577,Gil Manzano ,6,0
2018,7,Barcelona ,1 – 1 ,Athletic Club ,Camp Nou ,29 de septiembre ,16:15 ,78.015,Jaime Latre ,6,0
2018,7,Eibar ,1 – 3 ,Sevilla ,Ipurúa ,29 de septiembre ,18:30 ,5.443,Estrada Fernández ,5,0
2018,7,Real Madrid ,0 – 0 ,Atlético de Madrid ,Bernabéu ,29 de septiembre ,20:45 ,78.642,Martínez Munuera ,7,0
2018,7,Huesca ,1 – 1 ,Girona ,El Alcoraz ,30 de septiembre ,12:00 ,6.779,Cordero Vega ,6,0
2018,7,Villarreal ,0 – 1 ,Valladolid ,La Cerámica ,30 de septiembre ,16:15 ,15.602,Iglesias Villanueva ,6,0
2018,7,Levante  ,2 – 1,Deportivo Alavés ,Ciudad de València ,30 de septiembre ,18:30 ,20.329,Melero López ,8,0
2018,7,Betis ,1 – 0 ,Leganés ,Villamarín ,30 de septiembre ,20:45 ,48.115,Sánchez Martínez ,4,0
2018,7,Celta de Vigo ,1 – 1 ,Getafe ,Balaídos ,1 de octubre ,21:00 ,14.33,Cuadra Fernández ,4,0
2018,8,Athletic Club ,1 – 3 ,Real Sociedad ,San Mamés ,5 de octubre ,21:00 ,46.684,Hernández Hernández ,6,0
2018,8,Girona ,2 – 3 ,Eibar ,Montilivi ,6 de octubre ,13:00 ,10.569,Prieto Iglesias ,9,0
2018,8,Getafe ,0 – 1 ,Levante  ,Alfonso Pérez ,6 de octubre ,16:15 ,9.557,Munuera Montero ,9,1
2018,8,Deportivo Alavés ,1 – 0,Real Madrid ,Mendizorroza ,6 de octubre ,18:30 ,19.461,Jaime Latre ,1,0
2018,8,Leganés ,1 – 0 ,Rayo Vallecano ,Butarque ,6 de octubre ,20:45 ,11.539,Medié Jiménez ,5,0
2018,8,Valladolid ,1 – 0 ,Huesca ,José Zorrilla ,7 de octubre ,12:00 ,17.3,Mateu Lahoz ,3,0
2018,8,Atlético de Madrid ,1 – 0 ,Betis ,Wanda Metropolitano ,7 de octubre ,16:15 ,63.786,Undiano Mallenco ,8,0
2018,8,Espanyol ,3 – 1 ,Villarreal ,RCDE Stadium ,7 de octubre ,18:30 ,20.032,De Burgos Bengoetxea ,5,0
2018,8,Sevilla ,2 – 1 ,Celta de Vigo ,Sánchez Pizjuán ,7 de octubre ,18:30 ,38.068,González Fuertes ,7,0
2018,8,Valencia ,1 – 1 ,Barcelona ,Mestalla ,7 de octubre ,20:45 ,46.249,González González ,4,0
2018,9,Celta de Vigo ,0 – 1 ,Deportivo Alavés ,Balaídos ,19 de octubre ,21:00 ,15.267,Del Cerro Grande ,5,0
2018,9,Real Madrid ,1 – 2 ,Levante  ,Bernabéu ,20 de octubre ,13:00 ,63.423,Cuadra Fernández ,3,0
2018,9,Valencia ,1 – 1 ,Leganés ,Mestalla ,20 de octubre ,16:15 ,35.597,Iglesias Villanueva ,3,0
2018,9,Villarreal ,1 – 1 ,Atlético de Madrid ,La Cerámica ,20 de octubre ,18:30 ,17.518,Estrada Fernández ,4,0
2018,9,Barcelona ,4 – 2 ,Sevilla ,Camp Nou ,20 de octubre ,20:45 ,88.712,Martínez Munuera ,1,0
2018,9,Rayo Vallecano ,1 – 2 ,Getafe ,Vallecas ,21 de octubre ,12:00 ,12.04,Melero López ,10,0
2018,9,Eibar ,1 – 1 ,Athletic Club ,Ipurúa ,21 de octubre ,16:15 ,6.475,Gil Manzano ,5,0
2018,9,Huesca ,0 – 2 ,Espanyol ,El Alcoraz ,21 de octubre ,18:30 ,6.964,Prieto Iglesias ,6,0
2018,9,Betis ,0 – 1 ,Valladolid ,Villamarín ,21 de octubre ,20:45 ,42.581,Alberola Rojas ,4,0
2018,9,Real Sociedad ,0 – 0 ,Girona ,Anoeta ,22 de octubre ,21:00 ,20.997,González Fuertes ,4,0
2018,10,Valladolid ,1 – 1 ,Espanyol ,José Zorrilla ,26 de octubre ,21:00 ,18.231,Cordero Vega ,5,0
2018,10,Girona ,2 – 1 ,Rayo Vallecano ,Montilivi ,27 de octubre ,13:00 ,6.618,Munuera Montero ,4,1
2018,10,Athletic Club ,0 – 0 ,Valencia ,San Mamés ,27 de octubre ,16:15 ,39.261,Undiano Mallenco ,7,0
2018,10,Celta de Vigo ,4 – 0 ,Eibar ,Balaídos ,27 de octubre ,18:30 ,15.509,González González ,0,0
2018,10,Levante  ,2 – 0 ,Leganés ,Ciudad de València ,27 de octubre ,18:30 ,19.754,De Burgos Bengoetxea ,4,0
2018,10,Atlético de Madrid ,2 – 0 ,Real Sociedad ,Wanda Metropolitano ,27 de octubre ,20:45 ,57.514,Mateu Lahoz ,3,0
2018,10,Getafe ,2 – 0 ,Betis ,Alfonso Pérez ,28 de octubre ,12:00 ,12.086,Jaime Latre ,3,0
2018,10,Barcelona ,5 – 1 ,Real Madrid ,Camp Nou ,28 de octubre ,16:15 ,93.265,Sánchez Martínez ,4,0
2018,10,Deportivo Alavés ,2 – 1,Villarreal ,Mendizorroza ,28 de octubre ,18:30 ,16.956,Cuadra Fernández ,2,0
2018,10,Sevilla ,2 – 1 ,Huesca ,Sánchez Pizjuán ,28 de octubre ,20:45 ,33.022,Medié Jiménez ,5,0
2018,11,Leganés ,1 – 1 ,Atlético de Madrid ,Butarque ,3 de noviembre ,13:00 ,12.319,Melero López ,6,0
2018,11,Real Madrid ,2 – 0 ,Valladolid ,Bernabéu ,3 de noviembre ,16:15 ,68.05,Gil Manzano ,1,0
2018,11,Valencia ,0 – 1 ,Girona ,Mestalla ,3 de noviembre ,18:30 ,38.745,Alberola Rojas ,8,0
2018,11,Rayo Vallecano ,2 – 3 ,Barcelona ,Vallecas ,3 de noviembre ,20:45 ,13.785,Hernández Hernández ,6,0
2018,11,Eibar ,2 – 1,Deportivo Alavés ,Ipurúa ,4 de noviembre ,12:00 ,12.714,Iglesias Villanueva ,3,2
2018,11,Villarreal ,1 – 1 ,Levante  ,La Cerámica ,4 de noviembre ,16:15 ,16.499,Del Cerro Grande ,5,0
2018,11,Real Sociedad ,0 – 0 ,Sevilla ,Anoeta ,4 de noviembre ,18:30 ,24.882,Prieto Iglesias ,4,0
2018,11,Huesca ,1 – 1 ,Getafe ,El Alcoraz ,4 de noviembre ,18:30 ,6.42,Martínez Munuera ,7,0
2018,11,Betis ,3 – 3 ,Celta de Vigo ,Villamarín ,4 de noviembre ,20:45 ,42.13,Estrada Fernández ,6,0
2018,11,Espanyol ,1 – 0 ,Athletic Club ,RCDE Stadium ,5 de noviembre ,21:00 ,14.328,González Fuertes ,4,0
2018,12,Levante  ,1 – 3 ,Real Sociedad ,Ciudad de València ,9 de noviembre ,21:00 ,19.89,Medié Jiménez ,7,0
2018,12,Valladolid ,0 – 0 ,Eibar ,José Zorrilla ,10 de noviembre ,13:00 ,16.038,Cuadra Fernández ,6,0
2018,12,Getafe ,0 – 1 ,Valencia ,Alfonso Pérez ,10 de noviembre ,16:15 ,10.011,De Burgos Bengoetxea ,6,0
2018,12,Atlético de Madrid ,3 – 2 ,Athletic Club ,Wanda Metropolitano ,10 de noviembre ,18:30 ,59.321,Sánchez Martínez ,10,1
2018,12,Girona ,0 – 0 ,Leganés ,Montilivi ,10 de noviembre ,20:45 ,9.874,Cordero Vega ,5,0
2018,12,Deportivo Alavés ,2 – 1 ,Huesca ,Mendizorroza ,11 de noviembre ,12:00 ,18.437,Munuera Montero ,7,0
2018,12,Barcelona ,3 – 4 ,Betis ,Camp Nou ,11 de noviembre ,16:15 ,83.174,Mateu Lahoz ,6,0
2018,12,Rayo Vallecano ,2 – 2 ,Villarreal ,Vallecas ,11 de noviembre ,18:30 ,11.84,González González ,4,0
2018,12,Sevilla ,2 – 1 ,Espanyol ,Sánchez Pizjuán ,11 de noviembre ,18:30 ,38.769,Jaime Latre ,6,0
2018,12,Celta de Vigo ,2 – 4 ,Real Madrid ,Balaídos ,11 de noviembre ,20:45 ,21.184,Undiano Mallenco ,6,0
2018,13,Leganés ,1 – 0 ,Deportivo Alavés ,Butarque ,23 de noviembre ,21:00 ,9.863,Alberola Rojas ,6,0
2018,13,Eibar ,3 – 0 ,Real Madrid ,Ipurúa ,24 de noviembre ,13:00 ,6.435,Martínez Munuera ,3,0
2018,13,Valencia ,3 – 0 ,Rayo Vallecano ,Mestalla ,24 de noviembre ,16:15 ,37.814,González Fuertes ,6,0
2018,13,Huesca ,2 – 2 ,Levante  ,El Alcoraz ,24 de noviembre ,18:30 ,6.459,Estrada Fernández ,6,0
2018,13,Atlético de Madrid ,1 – 1 ,Barcelona ,Wanda Metropolitano ,24 de noviembre ,20:45 ,67.204,Gil Manzano ,8,0
2018,13,Athletic Club ,1 – 1 ,Getafe ,San Mamés ,25 de noviembre ,12:00 ,39.821,Iglesias Villanueva ,9,0
2018,13,Sevilla ,1 – 0 ,Valladolid ,Sánchez Pizjuán ,25 de noviembre ,16:15 ,34.064,Del Cerro Grande ,6,0
2018,13,Espanyol ,1 – 3 ,Girona ,RCDE Stadium ,25 de noviembre ,18:30 ,22.716,Hernández Hernández ,7,0
2018,13,Villarreal ,2 – 1 ,Betis ,La Cerámica ,25 de noviembre ,20:45 ,16.028,Prieto Iglesias ,3,0
2018,13,Real Sociedad ,2 – 1 ,Celta de Vigo ,Anoeta ,26 de noviembre ,21:00 ,17.745,Melero López ,4,0
2018,14,Rayo Vallecano ,1 – 0 ,Eibar ,Vallecas ,30 de noviembre ,21:00 ,11.257,Undiano Mallenco ,8,0
2018,14,Celta de Vigo ,2 – 0 ,Huesca ,Balaídos ,1 de diciembre ,13:00 ,13.463,Cordero Vega ,5,0
2018,14,Valladolid ,2 – 4 ,Leganés ,José Zorrilla ,1 de diciembre ,16:15 ,16.783,Medié Jiménez ,3,0
2018,14,Getafe ,3 – 0 ,Espanyol ,Alfonso Pérez ,1 de diciembre ,18:30 ,9.287,Mateu Lahoz ,5,0
2018,14,Real Madrid ,2 – 0 ,Valencia ,Bernabéu ,1 de diciembre ,20:45 ,69.653,González González ,4,0
2018,14,Betis ,1 – 0 ,Real Sociedad ,Villamarín ,2 de diciembre ,12:00 ,46.562,Cuadra Fernández ,6,0
2018,14,Girona ,1 – 1 ,Atlético de Madrid ,Montilivi ,2 de diciembre ,16:15 ,12.104,De Burgos Bengoetxea ,5,0
2018,14,Barcelona ,2 – 0 ,Villarreal ,Camp Nou ,2 de diciembre ,18:30 ,73.003,Munuera Montero ,6,0
2018,14,Deportivo Alavés ,1 – 1 ,Sevilla ,Mendizorroza ,2 de diciembre ,20:45 ,17.848,Sánchez Martínez ,6,0
2018,14,Levante  ,3 – 0 ,Athletic Club ,Ciudad de València ,3 de diciembre ,21:00 ,19.928,Jaime Latre ,8,1
2018,15,Leganés ,1 – 1 ,Getafe ,Butarque ,7 de diciembre ,21:00 ,11.327,González Fuertes ,3,1
2018,15,Atlético de Madrid ,3 – 0 ,Deportivo Alavés ,Wanda Metropolitano ,8 de diciembre ,13:00 ,55.81,Hernández Hernández ,9,0
2018,15,Valencia ,1 – 1 ,Sevilla ,Mestalla ,8 de diciembre ,16:15 ,40.057,Estrada Fernández ,4,0
2018,15,Villarreal ,2 – 3 ,Celta de Vigo ,La Cerámica ,8 de diciembre ,18:30 ,15.72,Gil Manzano ,6,0
2018,15,Espanyol ,0 – 4 ,Barcelona ,RCDE Stadium ,8 de diciembre ,20:45 ,24.037,Del Cerro Grande ,1,0
2018,15,Eibar ,4 – 4 ,Levante  ,Ipurúa ,9 de diciembre ,12:00 ,5.238,Alberola Rojas ,4,0
2018,15,Huesca ,0 – 1 ,Real Madrid ,El Alcoraz ,9 de diciembre ,16:15 ,7.341,Melero López ,4,0
2018,15,Real Sociedad ,1 – 2 ,Valladolid ,Anoeta ,9 de diciembre ,18:30 ,23.26,Iglesias Villanueva ,4,0
2018,15,Betis ,2 – 0 ,Rayo Vallecano ,Villamarín ,9 de diciembre ,20:45 ,40.218,Martínez Munuera ,5,0
2018,15,Athletic Club ,1 – 0 ,Girona ,San Mamés ,10 de diciembre ,21:00 ,34.06,Prieto Iglesias ,4,0
2018,16,Celta de Vigo ,0 – 0 ,Leganés ,Balaídos ,14 de diciembre ,21:00 ,15.134,Munuera Montero ,6,0
2018,16,Getafe ,1 – 0 ,Real Sociedad ,Alfonso Pérez ,15 de diciembre ,13:00 ,9.018,Jaime Latre ,7,0
2018,16,Valladolid ,2 – 3 ,Atlético de Madrid ,José Zorrilla ,15 de diciembre ,16:15 ,22.585,Undiano Mallenco ,5,0
2018,16,Real Madrid ,1 – 0 ,Rayo Vallecano ,Bernabéu ,15 de diciembre ,18:30 ,55.229,De Burgos Bengoetxea ,3,0
2018,16,Eibar ,1 – 1 ,Valencia ,Ipurúa ,15 de diciembre ,20:45 ,4.491,Cordero Vega ,1,0
2018,16,Sevilla ,2 – 0 ,Girona ,Sánchez Pizjuán ,16 de diciembre ,12:00 ,33.542,Cuadra Fernández ,3,0
2018,16,Espanyol ,1 – 3 ,Betis ,RCDE Stadium ,16 de diciembre ,16:15 ,20.275,Sánchez Martínez ,7,0
2018,16,Huesca ,2 – 2 ,Villarreal ,El Alcoraz ,16 de diciembre ,18:30 ,6.455,Medié Jiménez ,9,0
2018,16,Levante  ,0 – 5 ,Barcelona ,Ciudad de València ,16 de diciembre ,20:45 ,23.736,González González ,5,1
2018,16,Deportivo Alavés ,0 – 0 ,Athletic Club ,Mendizorroza ,17 de diciembre ,21:00 ,19.349,Mateu Lahoz ,4,0
2018,17,Girona ,1 – 1 ,Getafe ,Montilivi ,21 de diciembre ,19:30 ,8.45,Alberola Rojas ,3,0
2018,17,Real Sociedad ,0 – 1 ,Deportivo Alavés ,Anoeta ,21 de diciembre ,21:00 ,22.431,Estrada Fernández ,6,0
2018,17,Betis ,1 – 1 ,Eibar ,Villamarín ,22 de diciembre ,13:00 ,49.426,Del Cerro Grande ,6,0
2018,17,Atlético de Madrid ,1 – 0 ,Espanyol ,Wanda Metropolitano ,22 de diciembre ,16:15 ,58.069,Melero López ,2,0
2018,17,Barcelona ,2 – 0 ,Celta de Vigo ,Camp Nou ,22 de diciembre ,18:30 ,78.686,Prieto Iglesias ,1,0
2018,17,Athletic Club ,1 – 1 ,Valladolid ,San Mamés ,22 de diciembre ,20:45 ,42.633,Martínez Munuera ,5,0
2018,17,Valencia ,2 – 1 ,Huesca ,Mestalla ,23 de diciembre ,12:00 ,36.547,Gil Manzano ,11,0
2018,17,Leganés ,1 – 1 ,Sevilla ,Butarque ,23 de diciembre ,16:15 ,11.321,Hernández Hernández ,6,1
2018,17,Rayo Vallecano ,2 – 1 ,Levante  ,Vallecas ,23 de diciembre ,18:30 ,11.206,Iglesias Villanueva ,4,0
2018,17,Villarreal ,2 – 2 ,Real Madrid ,La Cerámica ,3 de enero ,21:30 ,19.903,González Fuertes ,4,0
2018,18,Levante  ,2 – 2 ,Girona ,Ciudad de València ,4 de enero ,19:00 ,19.415,Undiano Mallenco ,4,1
2018,18,Espanyol ,1 – 0 ,Leganés ,RCDE Stadium ,4 de enero ,21:00 ,15.085,González González ,7,0
2018,18,Valladolid ,0 – 1 ,Rayo Vallecano ,José Zorrilla ,5 de enero ,13:00 ,17.261,Cordero Vega ,3,0
2018,18,Deportivo Alavés ,2 – 1 ,Valencia ,Mendizorroza ,5 de enero ,16:15 ,18.304,Medié Jiménez ,6,0
2018,18,Huesca ,2 – 1 ,Betis ,El Alcoraz ,5 de enero ,20:45 ,6.135,De Burgos Bengoetxea ,5,0
2018,18,Eibar ,0 – 0 ,Villarreal ,Ipurúa ,6 de enero ,12:00 ,4.141,Jaime Latre ,2,0
2018,18,Sevilla ,1 – 1 ,Atlético de Madrid ,Sánchez Pizjuán ,6 de enero ,16:15 ,38.603,Mateu Lahoz ,12,0
2018,18,Real Madrid ,0 – 2 ,Real Sociedad ,Bernabéu ,6 de enero ,18:30 ,53.412,Munuera Montero ,6,0
2018,18,Getafe ,1 – 2 ,Barcelona ,Alfonso Pérez ,6 de enero ,20:45 ,14.721,Cuadra Fernández ,7,0
2018,18,Celta de Vigo ,1 – 2 ,Athletic Club ,Balaídos ,7 de enero ,21:00 ,13.266,Martínez Munuera ,7,0
2018,19,Rayo Vallecano ,4 – 2 ,Celta de Vigo ,Vallecas ,11 de enero ,21:00 ,11.465,Alberola Rojas ,5,0
2018,19,Leganés ,1 – 0 ,Huesca ,Butarque ,12 de enero ,13:00 ,10.341,Melero López ,6,0
2018,19,Valencia ,1 – 1 ,Valladolid ,Mestalla ,12 de enero ,16:15 ,36.912,Iglesias Villanueva ,7,0
2018,19,Girona ,1 – 1 ,Deportivo Alavés ,Montilivi ,12 de enero ,18:30 ,10.303,Sánchez Martínez ,6,0
2018,19,Villarreal ,1 – 2 ,Getafe ,La Cerámica ,12 de enero ,20:45 ,13.671,Estrada Fernández ,8,0
2018,19,Atlético de Madrid ,1 – 0 ,Levante  ,Wanda Metropolitano ,13 de enero ,12:00 ,57.093,Prieto Iglesias ,3,0
2018,19,Athletic Club ,2 – 0 ,Sevilla ,San Mamés ,13 de enero ,16:15 ,41.342,González Fuertes ,7,0
2018,19,Barcelona ,3 – 0 ,Eibar ,Camp Nou ,13 de enero ,18:30 ,71.039,Gil Manzano ,3,0
2018,19,Betis ,1 – 2 ,Real Madrid ,Villamarín ,13 de enero ,20:45 ,54.187,Hernández Hernández ,5,0
2018,19,Real Sociedad ,3 – 2 ,Espanyol ,Anoeta ,14 de enero ,21:00 ,17.266,Del Cerro Grande ,11,0
2018,20,Getafe ,4 – 0 ,Deportivo Alavés ,Alfonso Pérez ,18 de enero ,21:00 ,8.748,Munuera Montero ,6,0
2018,20,Real Madrid ,2 – 0 ,Sevilla ,Bernabéu ,19 de enero ,16:15 ,68.232,Mateu Lahoz ,5,0
2018,20,Huesca ,0 – 3 ,Atlético de Madrid ,El Alcoraz ,19 de enero ,18:30 ,7.106,Cuadra Fernández ,4,0
2018,20,Celta de Vigo ,1 – 2 ,Valencia ,Balaídos ,19 de enero ,20:45 ,15.668,González González ,7,0
2018,20,Betis ,3 – 2 ,Girona ,Villamarín ,20 de enero ,12:00 ,47.218,Alberola Rojas ,6,0
2018,20,Villarreal ,1 – 1 ,Athletic Club ,La Cerámica ,20 de enero ,16:15 ,17.054,Undiano Mallenco ,5,0
2018,20,Rayo Vallecano ,2 – 2 ,Real Sociedad ,Vallecas ,20 de enero ,18:30 ,12.562,Jaime Latre ,3,0
2018,20,Levante  ,2 – 0 ,Valladolid ,Ciudad de València ,20 de enero ,18:30 ,19.107,Medié Jiménez ,11,0
2018,20,Barcelona ,3 – 1 ,Leganés ,Camp Nou ,20 de enero ,20:45 ,50.67,De Burgos Bengoetxea ,6,0
2018,20,Eibar ,3 – 0 ,Espanyol ,Ipurúa ,21 de enero ,21:00 ,3.592,Martínez Munuera ,6,0
2018,21,Sevilla ,5 – 0 ,Levante  ,Sánchez Pizjuán ,26 de enero ,13:00 ,34.22,Alberola Rojas ,3,0
2018,21,Atlético de Madrid ,2 – 0 ,Getafe ,Wanda Metropolitano ,26 de enero ,16:15 ,55.709,Iglesias Villanueva ,9,0
2018,21,Leganés ,2 – 2 ,Eibar ,Butarque ,26 de enero ,18:30 ,9.341,Hernández Hernández ,5,0
2018,21,Valencia ,3 – 0 ,Villarreal ,Mestalla ,26 de enero ,20:45 ,37.685,Estrada Fernández ,4,0
2018,21,Valladolid ,2 – 1 ,Celta de Vigo ,José Zorrilla ,27 de enero ,12:00 ,18.416,Sánchez Martínez ,7,0
2018,21,Girona ,0 – 2 ,Barcelona ,Montilivi ,27 de enero ,16:15 ,14.021,González Fuertes ,8,0
2018,21,Athletic Club ,1 – 0 ,Betis ,San Mamés ,27 de enero ,18:30 ,40.282,Del Cerro Grande ,6,1
2018,21,Real Sociedad ,0 – 0 ,Huesca ,Anoeta ,27 de enero ,18:30 ,21.252,Prieto Iglesias ,3,0
2018,21,Espanyol ,2 – 4 ,Real Madrid ,RCDE Stadium ,27 de enero ,20:45 ,20.91,Gil Manzano ,7,1
2018,21,Deportivo Alavés ,0 – 1 ,Rayo Vallecano ,Mendizorroza ,28 de enero ,21:00 ,13.982,Melero López ,7,0
2018,22,Huesca ,4 – 0 ,Valladolid ,El Alcoraz ,1 de febrero ,21:00 ,6.052,Munuera Montero ,8,0
2018,22,Levante  ,0 – 0 ,Getafe ,Ciudad de València ,2 de febrero ,13:00 ,18.437,Cordero Vega ,6,0
2018,22,Real Sociedad ,2 – 1 ,Athletic Club ,Anoeta ,2 de febrero ,16:15 ,27.073,Mateu Lahoz ,2,0
2018,22,Barcelona ,2 – 2 ,Valencia ,Camp Nou ,2 de febrero ,18:30 ,76.789,Undiano Mallenco ,3,0
2018,22,Celta de Vigo ,1 – 0 ,Sevilla ,Balaídos ,2 de febrero ,20:45 ,17.503,De Burgos Bengoetxea ,8,0
2018,22,Villarreal ,2 – 2 ,Espanyol ,La Cerámica ,3 de febrero ,12:00 ,15.476,Cuadra Fernández ,9,0
2018,22,Betis ,1 – 0 ,Atlético de Madrid ,Villamarín ,3 de febrero ,16:15 ,50.864,Medié Jiménez ,7,0
2018,22,Eibar ,3 – 0 ,Girona ,Ipurúa ,3 de febrero ,18:30 ,4.419,González González ,3,0
2018,22,Real Madrid ,3 – 0 ,Deportivo Alavés ,Bernabéu ,3 de febrero ,20:45 ,53.132,Jaime Latre ,3,0
2018,22,Rayo Vallecano ,1 – 2 ,Leganés ,Vallecas ,4 de febrero ,21:00 ,11.435,Martínez Munuera ,10,1
2018,23,Valladolid ,0 – 0 ,Villarreal ,José Zorrilla ,8 de febrero ,21:00 ,16.842,Hernández Hernández ,5,0
2018,23,Getafe ,3 – 1 ,Celta de Vigo ,Alfonso Pérez ,9 de febrero ,13:00 ,9.918,González Fuertes ,6,0
2018,23,Atlético de Madrid ,1 – 3 ,Real Madrid ,Wanda Metropolitano ,9 de febrero ,16:15 ,67.752,Estrada Fernández ,10,0
2018,23,Espanyol ,2 – 1 ,Rayo Vallecano ,RCDE Stadium ,9 de febrero ,18:30 ,22.104,Prieto Iglesias ,2,0
2018,23,Girona ,0 – 2 ,Huesca ,Montilivi ,9 de febrero ,20:45 ,10.662,Cordero Vega ,4,0
2018,23,Leganés ,3 – 0 ,Betis ,Butarque ,10 de febrero ,12:00 ,11.381,Alberola Rojas ,6,1
2018,23,Valencia ,0 – 0 ,Real Sociedad ,Mestalla ,10 de febrero ,16:15 ,38.885,Melero López ,6,0
2018,23,Sevilla ,2 – 2 ,Eibar ,Sánchez Pizjuán ,10 de febrero ,18:30 ,36.343,Iglesias Villanueva ,6,0
2018,23,Athletic Club ,0 – 0 ,Barcelona ,San Mamés ,10 de febrero ,20:45 ,47.557,Del Cerro Grande ,6,0
2018,23,Deportivo Alavés ,2 – 0 ,Levante  ,Mendizorroza ,11 de febrero ,21:00 ,13.691,Undiano Mallenco ,5,0
2018,24,Eibar ,2 – 2 ,Getafe ,Ipurúa ,15 de febrero ,21:00 ,4.449,Medié Jiménez ,3,0
2018,24,Celta de Vigo ,1 – 4 ,Levante  ,Balaídos ,16 de febrero ,13:00 ,15.479,Jaime Latre ,2,1
2018,24,Rayo Vallecano ,0 – 1 ,Atlético de Madrid ,Vallecas ,16 de febrero ,16:15 ,13.88,Gil Manzano ,1,0
2018,24,Real Sociedad ,3 – 0 ,Leganés ,Anoeta ,16 de febrero ,18:30 ,22.997,Munuera Montero ,6,0
2018,24,Barcelona ,1 – 0 ,Valladolid ,Camp Nou ,16 de febrero ,20:45 ,67.435,Martínez Munuera ,4,0
2018,24,Real Madrid ,1 – 2 ,Girona ,Bernabéu ,17 de febrero ,12:00 ,68.099,Cuadra Fernández ,5,0
2018,24,Valencia ,0 – 0 ,Espanyol ,Mestalla ,17 de febrero ,16:15 ,39.564,De Burgos Bengoetxea ,6,0
2018,24,Villarreal ,3 – 0 ,Sevilla ,La Cerámica ,17 de febrero ,18:30 ,17.402,González González ,5,0
2018,24,Betis ,1 – 1 ,Deportivo Alavés ,Villamarín ,17 de febrero ,20:45 ,43.455,Mateu Lahoz ,4,0
2018,24,Huesca ,0 – 1 ,Athletic Club ,El Alcoraz ,18 de febrero ,21:00 ,6.729,Sánchez Martínez ,6,0
2018,25,Espanyol ,1 – 1 ,Huesca ,RCDE Stadium ,22 de febrero ,21:00 ,20.078,Hernández Hernández ,6,0
2018,25,Getafe ,2 – 1 ,Rayo Vallecano ,Alfonso Pérez ,23 de febrero ,13:00 ,11.207,Alberola Rojas ,3,0
2018,25,Sevilla ,2 – 4 ,Barcelona ,Sánchez Pizjuán ,23 de febrero ,16:15 ,40.661,Mateu Lahoz ,7,0
2018,25,Deportivo Alavés ,0 – 0 ,Celta de Vigo ,Mendizorroza ,23 de febrero ,18:30 ,18.882,Del Cerro Grande ,4,0
2018,25,Athletic Club ,1 – 0 ,Eibar ,San Mamés ,23 de febrero ,20:45 ,43.363,Melero López ,7,0
2018,25,Leganés ,1 – 1 ,Valencia ,Butarque ,24 de febrero ,12:00 ,11.425,Estrada Fernández ,8,0
2018,25,Atlético de Madrid ,2 – 0 ,Villarreal ,Wanda Metropolitano ,24 de febrero ,16:15 ,59.114,Undiano Mallenco ,3,0
2018,25,Valladolid ,0 – 2 ,Betis ,José Zorrilla ,24 de febrero ,18:30 ,20.125,González Fuertes ,3,0
2018,25,Levante  ,1 – 2 ,Real Madrid ,Ciudad de València ,24 de febrero ,20:45 ,23.018,Iglesias Villanueva ,8,0
2018,25,Girona ,0 – 0 ,Real Sociedad ,Montilivi ,25 de febrero ,21:00 ,10.17,Prieto Iglesias ,5,0
2018,26,Rayo Vallecano ,0 – 2 ,Girona ,Vallecas ,1 de marzo ,21:00 ,12.087,Jaime Latre ,7,1
2018,26,Espanyol ,3 – 1 ,Valladolid ,RCDE Stadium ,2 de marzo ,13:00 ,20.467,Cordero Vega ,4,0
2018,26,Villarreal ,1 – 2 ,Deportivo Alavés ,La Cerámica ,2 de marzo ,16:15 ,15.488,Munuera Montero ,5,0
