Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee
2011,24,19/02/2012,Sporting de Gijón,1-1,Atlético de Madrid,El Molinón,Fernández Borbalán
2011,24,19/02/2012,Mallorca,4-0,Villarreal,Son Moix,Álvarez Izquierdo
2011,24,19/02/2012,Levante,3-5,Rayo Vallecano,Ciutat de Valencia,Iturralde González
2011,24,19/02/2012,Barcelona,5-1,Valencia,Camp Nou,Turienzo Álvarez
2011,24,20/02/2012,Zaragoza,0-2,Betis,La Romareda,Del Cerro Grande
2011,25,25/02/2012,Racing de Santander,1-1,Sporting de Gijón,Campos de Sport de El Sardinero,Ayza Gámez
2011,25,25/02/2012,Betis,1-1,Getafe,Benito Villamarín,Muñiz Fernández
2011,25,25/02/2012,Málaga,5-1,Zaragoza,La Rosaleda,Turienzo Álvarez
2011,25,25/02/2012,Espanyol,1-2,Levante,Cornellá - El Prat,Del Cerro Grande
2011,25,26/02/2012,Villarreal,2-2,Athletic Club,El Madrigal,Iglesias Villanueva
2011,25,26/02/2012,Rayo Vallecano,0-1,Real Madrid,Estadio de Vallecas Teresa Rivero,Fernández Borbalán
2011,25,26/02/2012,Valencia,1-2,Sevilla,Mestalla,Teixeira Vitienes
2011,25,26/02/2012,Osasuna,2-1,Granada,Reyno de Navarra,Estrada Fernández
2011,25,26/02/2012,Real Sociedad,1-0,Mallorca,Anoeta,Paradas Romero
2011,25,26/02/2012,Atlético de Madrid,1-2,Barcelona,Vicente Calderón,Pérez Lasa
2011,26,03/03/2012,Mallorca,1-1,Osasuna,Son Moix,Clos Gómez
2011,26,03/03/2012,Getafe,1-3,Málaga,Coliseum Alfonso Pérez,Undiano Mallenco
2011,26,03/03/2012,Rayo Vallecano,4-2,Racing de Santander,Estadio de Vallecas Teresa Rivero,Pérez Montero
2011,26,03/03/2012,Barcelona,3-1,Sporting de Gijón,Camp Nou,Velasco Carballo
2011,26,03/03/2012,Sevilla,1-1,Atlético de Madrid,Ramón Sánchez Pizjuán,Álvarez Izquierdo
2011,26,04/03/2012,Zaragoza,2-1,Villarreal,La Romareda,González González
2011,26,04/03/2012,Athletic Club,2-0,Real Sociedad,San Mamés,Mateu Lahoz
2011,26,04/03/2012,Granada,0-1,Valencia,Nuevo Los Cármenes,Iturralde González
2011,26,04/03/2012,Real Madrid,5-0,Espanyol,Santiago Bernabéu,Teixeira Vitienes
2011,26,05/03/2012,Levante,3-1,Betis,Ciutat de Valencia,Estrada Fernández
2011,27,10/03/2012,Real Sociedad,3-0,Zaragoza,Anoeta,Velasco Carballo
2011,27,10/03/2012,Málaga,1-0,Levante,La Rosaleda,Iglesias Villanueva
2011,27,10/03/2012,Sporting de Gijón,1-0,Sevilla,El Molinón,Estrada Fernández
2011,27,10/03/2012,Betis,2-3,Real Madrid,Benito Villamarín,Iturralde González
2011,27,11/03/2012,Atlético de Madrid,2-0,Granada,Vicente Calderón,Mateu Lahoz
2011,27,11/03/2012,Espanyol,5-1,Rayo Vallecano,Cornellá - El Prat,Teixeira Vitienes
2011,27,11/03/2012,Valencia,2-2,Mallorca,Mestalla,Muñiz Fernández
2011,27,11/03/2012,Racing de Santander,0-2,Barcelona,Campos de Sport de El Sardinero,Del Cerro Grande
2011,27,11/03/2012,Osasuna,2-1,Athletic Club,Reyno de Navarra,Álvarez Izquierdo
2011,27,12/03/2012,Villarreal,1-2,Getafe,El Madrigal,Pérez Montero
2011,28,17/03/2012,Granada,2-1,Sporting de Gijón,Nuevo Los Cármenes,Pérez Lasa
2011,28,17/03/2012,Zaragoza,1-1,Osasuna,La Romareda,Paradas Romero
2011,28,17/03/2012,Getafe,1-0,Real Sociedad,Coliseum Alfonso Pérez,Fernández Borbalán
2011,28,17/03/2012,Sevilla,0-2,Barcelona,Ramón Sánchez Pizjuán,González González
2011,28,17/03/2012,Rayo Vallecano,3-0,Betis,Estadio de Vallecas Teresa Rivero,Undiano Mallenco
2011,28,18/03/2012,Levante,1-0,Villarreal,Ciutat de Valencia,Clos Gómez
2011,28,18/03/2012,Mallorca,2-1,Atlético de Madrid,Son Moix,Turienzo Álvarez
2011,28,18/03/2012,Athletic Club,0-3,Valencia,San Mamés,Teixeira Vitienes
2011,28,18/03/2012,Real Madrid,1-1,Málaga,Santiago Bernabéu,Ayza Gámez
2011,28,19/03/2012,Espanyol,3-1,Racing de Santander,Cornellá - El Prat,Velasco Carballo
2011,29,20/03/2012,Osasuna,0-0,Getafe,Reyno de Navarra,Pérez Lasa
2011,29,20/03/2012,Barcelona,5-3,Granada,Camp Nou,Teixeira Vitienes
2011,29,21/03/2012,Sporting de Gijón,2-3,Mallorca,El Molinón,Pérez Montero
2011,29,21/03/2012,Atlético de Madrid,2-1,Athletic Club,Vicente Calderón,Estrada Fernández
2011,29,21/03/2012,Valencia,1-2,Zaragoza,Mestalla,Del Cerro Grande
2011,29,21/03/2012,Real Sociedad,1-3,Levante,Anoeta,Álvarez Izquierdo
2011,29,21/03/2012,Villarreal,1-1,Real Madrid,El Madrigal,Paradas Romero
2011,29,22/03/2012,Racing de Santander,0-3,Sevilla,Campos de Sport de El Sardinero,Clos Gómez
2011,29,22/03/2012,Betis,1-1,Espanyol,Benito Villamarín,Iglesias Villanueva
2011,29,22/03/2012,Málaga,4-2,Rayo Vallecano,La Rosaleda,Mateu Lahoz
2011,30,24/03/2012,Mallorca,0-2,Barcelona,Son Moix,Ayza Gámez
2011,30,24/03/2012,Real Madrid,5-1,Real Sociedad,Santiago Bernabéu,Turienzo Álvarez
2011,30,24/03/2012,Getafe,3-1,Valencia,Coliseum Alfonso Pérez,Estrada Fernández
2011,30,25/03/2012,Zaragoza,1-0,Atlético de Madrid,La Romareda,Undiano Mallenco
2011,30,25/03/2012,Levante,0-2,Osasuna,Ciutat de Valencia,Del Cerro Grande
2011,30,25/03/2012,Espanyol,1-2,Málaga,Cornellá - El Prat,Clos Gómez
2011,30,25/03/2012,Athletic Club,1-1,Sporting de Gijón,San Mamés,Iglesias Villanueva
2011,30,25/03/2012,Rayo Vallecano,0-2,Villarreal,Estadio de Vallecas Teresa Rivero,Pérez Lasa
2011,30,25/03/2012,Betis,1-1,Racing de Santander,Benito Villamarín,Álvarez Izquierdo
2011,30,26/03/2012,Granada,0-3,Sevilla,Nuevo Los Cármenes,Muñiz Fernández
2011,31,31/03/2012,Racing de Santander,0-1,Granada,Campos de Sport de El Sardinero,Ayza Gámez
2011,31,31/03/2012,Sporting de Gijón,1-2,Zaragoza,El Molinón,Teixeira Vitienes
2011,31,31/03/2012,Osasuna,1-5,Real Madrid,Muñiz Fernández,Muñiz Fernández
2011,31,31/03/2012,Barcelona,2-0,Athletic Club,Camp Nou,Mateu Lahoz
2011,31,31/03/2012,Málaga,0-2,Betis,La Rosaleda,Teixeira Vitienes
2011,31,01/04/2012,Atlético de Madrid,3-0,Getafe,Vicente Calderón,Paradas Romero
2011,31,01/04/2012,Valencia,1-1,Levante,Mestalla,Fernández Borbalán
2011,31,01/04/2012,Real Sociedad,4-0,Rayo Vallecano,Anoeta,Pérez Montero
2011,31,01/04/2012,Villarreal,0-0,Espanyol,El Madrigal,González González
2011,31,02/04/2012,Sevilla,3-1,Mallorca,Ramón Sánchez Pizjuán,Pérez Lasa
2011,32,07/04/2012,Getafe,2-0,Sporting de Gijón,Coliseum Alfonso Pérez,Teixeira Vitienes
2011,32,07/04/2012,Rayo Vallecano,6-0,Osasuna,Estadio de Vallecas Teresa Rivero,Estrada Fernández
2011,32,07/04/2012,Espanyol,2-2,Real Sociedad,Cornellá - El Prat,Muñiz Fernández
2011,32,07/04/2012,Zaragoza,1-4,Barcelona,La Romareda,Turienzo Álvarez
2011,32,07/04/2012,Betis,3-1,Villarreal,Benito Villamarín,Velasco Carballo
2011,32,08/04/2012,Levante,2-0,Atlético de Madrid,Ciutat de Valencia,Iglesias Villanueva
2011,32,08/04/2012,Mallorca,0-0,Granada,Son Moix,Delgado Ferreiro
2011,32,08/04/2012,Athletic Club,1-0,Sevilla,San Mamés,Álvarez Izquierdo
2011,32,08/04/2012,Real Madrid,0-0,Valencia,Santiago Bernabéu,Clos Gómez
2011,32,09/04/2012,Málaga,3-0,Racing de Santander,La Rosaleda,Del Cerro Grande
2011,33,10/04/2012,Osasuna,2-0,Espanyol,Reyno de Navarra,Velasco Carballo
2011,33,10/04/2012,Real Sociedad,1-1,Betis,Anoeta,Mateu Lahoz
2011,33,10/04/2012,Barcelona,4-0,Getafe,Camp Nou,González González
2011,33,11/04/2012,Granada,2-2,Athletic Club,Nuevo Los Cármenes,Undiano Mallenco
2011,33,11/04/2012,Sporting de Gijón,3-2,Levante,El Molinón,Pérez Lasa
2011,33,11/04/2012,Valencia,4-1,Rayo Vallecano,Paradas Romero,Paradas Romero
2011,33,11/04/2012,Atlético de Madrid,1-4,Real Madrid,Vicente Calderón,Delgado Ferreiro
2011,33,12/04/2012,Villarreal,2-1,Málaga,El Madrigal,Álvarez Izquierdo
2011,33,12/04/2012,Racing de Santander,0-3,Mallorca,Fernández Borbalán,Fernández Borbalán
2011,33,12/04/2012,Sevilla,3-0,Zaragoza,Ramón Sánchez Pizjuán,Teixeira Vitienes
2011,34,14/04/2012,Real Madrid,3-1,Sporting de Gijón,Santiago Bernabéu,Pérez Montero
2011,34,14/04/2012,Levante,1-2,Barcelona,Ciutat de Valencia,Teixeira Vitienes
2011,34,15/04/2012,Espanyol,4-0,Valencia,Cornellá - El Prat,Iglesias Villanueva
2011,34,15/04/2012,Zaragoza,1-0,Granada,La Romareda,Del Cerro Grande
2011,34,15/04/2012,Betis,1-0,Osasuna,Benito Villamarín,Ayza Gámez
2011,34,15/04/2012,Málaga,1-1,Real Sociedad,La Rosaleda,González González
2011,34,15/04/2012,Villarreal,1-1,Racing de Santander,El Madrigal,Clos Gómez
2011,34,15/04/2012,Athletic Club,1-0,Mallorca,San Mamés,Estrada Fernández
2011,34,15/04/2012,Rayo Vallecano,0-1,Atlético de Madrid,Mateu Lahoz,Mateu Lahoz
2011,34,16/04/2012,Getafe,5-1,Sevilla,Coliseum Alfonso Pérez,Turienzo Álvarez
2011,35,21/04/2012,Mallorca,1-0,Zaragoza,Son Moix,Álvarez Izquierdo
2011,35,21/04/2012,Sporting de Gijón,2-1,Rayo Vallecano,El Molinón,Iglesias Villanueva
2011,35,21/04/2012,Barcelona,1-2,Real Madrid,Camp Nou,Undiano Mallenco
2011,35,21/04/2012,Sevilla,1-1,Levante,Ramón Sánchez Pizjuán,Velasco Carballo
2011,35,22/04/2012,Granada,1-0,Getafe,Nuevo Los Cármenes,Ayza Gámez
2011,35,22/04/2012,Real Sociedad,1-1,Villarreal,Anoeta,Fernández Borbalán
2011,35,22/04/2012,Racing de Santander,0-1,Athletic Club,Pérez Montero,Pérez Montero
2011,35,22/04/2012,Atlético de Madrid,3-1,Espanyol,Vicente Calderón,Clos Gómez
2011,35,22/04/2012,Valencia,4-0,Betis,Mestalla,Muñiz Fernández
2011,35,23/04/2012,Osasuna,1-1,Málaga,Reyno de Navarra,Delgado Ferreiro
2011,36,28/04/2012,Getafe,1-3,Mallorca,Coliseum Alfonso Pérez,Paradas Romero
2011,36,28/04/2012,Levante,3-1,Granada,Ciutat de Valencia,González González
2011,36,28/04/2012,Espanyol,0-3,Sporting de Gijón,Cornellá - El Prat,Ayza Gámez
2011,36,28/04/2012,Real Sociedad,3-0,Racing de Santander,Anoeta,Estrada Fernández
2011,36,28/04/2012,Villarreal,1-1,Osasuna,El Madrigal,Turienzo Álvarez
2011,36,29/04/2012,Real Madrid,3-0,Sevilla,Santiago Bernabéu,Mateu Lahoz
2011,36,29/04/2012,Zaragoza,2-0,Athletic Club,La Romareda,Iglesias Villanueva
2011,36,29/04/2012,Málaga,1-0,Valencia,La Rosaleda,Teixeira Vitienes
2011,36,29/04/2012,Betis,2-2,Atlético de Madrid,Benito Villamarín,Teixeira Vitienes
2011,36,29/04/2012,Rayo Vallecano,0-7,Barcelona,Estadio de Vallecas Teresa Rivero,Delgado Ferreiro
2011,37,05/05/2012,Zaragoza,2-1,Racing de Santander,La Romareda,Paradas Romero
2011,37,05/05/2012,Athletic Club,0-0,Getafe,González González,González González
2011,37,05/05/2012,Mallorca,1-0,Levante,Son Moix,Iglesias Villanueva
2011,37,05/05/2012,Granada,1-2,Real Madrid,Clos Gómez,Clos Gómez
2011,37,05/05/2012,Sevilla,5-2,Rayo Vallecano,Ramón Sánchez Pizjuán,Turienzo Álvarez
2011,37,05/05/2012,Barcelona,4-0,Espanyol,Camp Nou,Teixeira Vitienes
2011,37,05/05/2012,Sporting de Gijón,2-1,Betis,Velasco Carballo,Velasco Carballo
2011,37,05/05/2012,Atlético de Madrid,2-1,Málaga,Vicente Calderón,Muñiz Fernández
2011,37,05/05/2012,Valencia,1-0,Villarreal,Mestalla,Delgado Ferreiro
2011,37,05/05/2012,Osasuna,1-0,Real Sociedad,Reyno de Navarra,Teixeira Vitienes
2011,38,12/05/2012,Real Sociedad,1-0,Valencia,Pérez Montero,Pérez Montero
2011,38,12/05/2012,Betis,2-2,Barcelona,Benito Villamarín,Ayza Gámez
2011,38,13/05/2012,Getafe,0-2,Zaragoza,Coliseum Alfonso Pérez,Teixeira Vitienes
2011,38,13/05/2012,Levante,3-0,Athletic Club,Clos Gómez,Clos Gómez
2011,38,13/05/2012,Real Madrid,4-1,Mallorca,González González,González González
2011,38,13/05/2012,Rayo Vallecano,1-0,Granada,Undiano Mallenco,Undiano Mallenco
2011,38,13/05/2012,Espanyol,1-1,Sevilla,Muñiz Fernández,Muñiz Fernández
2011,38,13/05/2012,Málaga,1-0,Sporting de Gijón,Delgado Ferreiro,Delgado Ferreiro
2011,38,13/05/2012,Villarreal,0-1,Atlético de Madrid,El Madrigal,Estrada Fernández
2011,38,13/05/2012,Racing de Santander,2-4,Osasuna,Campos de Sport de El Sardinero,Álvarez Izquierdo
2011,38,13/05/2012,Racing de Santander,2-4,Osasuna,Campos de Sport de El Sardinero,Álvarez Izquierdo
2011,1,18/08/2012,Celta de Vigo,0-1,Málaga,Balaídos,Del Cerro Grande
2011,1,18/08/2012,Sevilla,2-1,Getafe,Ramón Sánchez Pizjuán,Álvarez Izquierdo
2012,1,18/08/2012,Mallorca,2-1,Espanyol,Son Moix,Undiano Mallenco
2012,1,19/08/2012,Athletic Club,3-5,Betis,San Mamés,Teixeira Vitienes
2012,1,19/08/2012,Real Madrid,1-1,Valencia,Santiago Bernabéu,Delgado Ferreiro
2012,1,19/08/2012,Barcelona,5-1,Real Sociedad,Camp Nou,González González
2012,1,19/08/2012,Levante,1-1,Atlético de Madrid,Ciutat de Valencia,Clos Gómez
2012,1,20/08/2012,Deportivo de La Coruña,2-0,Osasuna,Riazor,Fernández Borbalán
2012,1,20/08/2012,Rayo Vallecano,1-0,Granada,Estadio de Vallecas Teresa Rivero,Mateu Lahoz
2012,1,20/08/2012,Zaragoza,0-1,Valladolid,La Romareda,Hernández Hernández
2012,2,25/08/2012,Real Sociedad,2-1,Celta de Vigo,Anoeta,Pérez Montero
2012,2,25/08/2012,Betis,1-2,Rayo Vallecano,Benito Villamarín,Ayza Gámez
2012,2,25/08/2012,Espanyol,1-2,Zaragoza,Cornellá - El Prat,Paradas Romero
2012,2,25/08/2012,Málaga,1-1,Mallorca,La Rosaleda,Gil Manzano
2012,2,26/08/2012,Osasuna,1-2,Barcelona,Reyno de Navarra,Muñiz Fernández
2012,2,26/08/2012,Getafe,2-1,Real Madrid,Coliseum Alfonso Pérez,Pérez Lasa
2012,2,26/08/2012,Granada,1-1,Sevilla,Nuevo Los Cármenes,Estrada Fernández
2012,2,26/08/2012,Valencia,3-3,Deportivo de La Coruña,Mestalla,Velasco Carballo
2012,2,27/08/2012,Valladolid,2-0,Levante,José Zorrilla,Iglesias Villanueva
2012,2,27/08/2012,Atlético de Madrid,4-0,Athletic Club,Vicente Calderón,Teixeira Vitienes
2012,3,01/09/2012,Celta de Vigo,2-0,Osasuna,Balaídos,Hernández Hernández
2012,3,01/09/2012,Zaragoza,0-1,Málaga,La Romareda,Undiano Mallenco
2012,3,01/09/2012,Deportivo de La Coruña,1-1,Getafe,Riazor,Mateu Lahoz
2012,3,01/09/2012,Mallorca,1-0,Real Sociedad,Son Moix,Fernández Borbalán
2012,3,02/09/2012,Rayo Vallecano,0-0,Sevilla,Estadio de Vallecas Teresa Rivero,Clos Gómez
2012,3,02/09/2012,Athletic Club,2-0,Valladolid,San Mamés,Del Cerro Grande
2012,3,02/09/2012,Levante,3-2,Espanyol,Ciutat de Valencia,Teixeira Vitienes
2012,3,02/09/2012,Real Madrid,3-0,Granada,Santiago Bernabéu,González González
2012,3,02/09/2012,Barcelona,1-0,Valencia,Camp Nou,Pérez Lasa
2012,3,26/09/2012,Betis,2-4,Atlético de Madrid,Benito Villamarín,Álvarez Izquierdo
2012,4,15/09/2012,Málaga,3-1,Levante,La Rosaleda,Velasco Carballo
2012,4,15/09/2012,Valencia,2-1,Celta de Vigo,Mestalla,Paradas Romero
2012,4,15/09/2012,Getafe,1-4,Barcelona,Coliseum Alfonso Pérez,Teixeira Vitienes
2012,4,15/09/2012,Sevilla,1-0,Real Madrid,Ramón Sánchez Pizjuán,Undiano Mallenco
2012,4,16/09/2012,Espanyol,3-3,Athletic Club,Cornellá - El Prat,Pérez Montero
2012,4,16/09/2012,Granada,1-1,Deportivo de La Coruña,Nuevo Los Cármenes,Gil Manzano
2012,4,16/09/2012,Osasuna,1-1,Mallorca,Reyno de Navarra,Ayza Gámez
2012,4,16/09/2012,Real Sociedad,2-0,Zaragoza,Anoeta,Iglesias Villanueva
2012,4,16/09/2012,Atlético de Madrid,4-3,Rayo Vallecano,Vicente Calderón,Estrada Fernández
2012,4,17/09/2012,Valladolid,0-1,Betis,José Zorrilla,Delgado Ferreiro
2012,5,22/09/2012,Zaragoza,3-1,Osasuna,Pérez Lasa,Pérez Lasa
2012,5,22/09/2012,Celta de Vigo,2-1,Getafe,Balaídos,Teixeira Vitienes
2012,5,22/09/2012,Betis,1-0,Espanyol,Benito Villamarín,Clos Gómez
2012,5,22/09/2012,Barcelona,2-0,Granada,Camp Nou,Del Cerro Grande
2012,5,23/09/2012,Mallorca,2-0,Valencia,Son Moix,Álvarez Izquierdo
2012,5,23/09/2012,Levante,2-1,Real Sociedad,Ciutat de Valencia,Hernández Hernández
2012,5,23/09/2012,Atlético de Madrid,2-1,Valladolid,Vicente Calderón,Muñiz Fernández
2012,5,23/09/2012,Athletic Club,0-0,Málaga,San Mamés,Mateu Lahoz
2012,5,24/09/2012,Rayo Vallecano,0-2,Real Madrid,Estadio de Vallecas Teresa Rivero,Fernández Borbalán
2012,5,24/09/2012,Deportivo de La Coruña,0-2,Sevilla,Riazor,González González
2012,6,29/09/2012,Valencia,2-0,Zaragoza,Mestalla,Pérez Montero
2012,6,29/09/2012,Málaga,4-0,Betis,La Rosaleda,Estrada Fernández
2012,6,29/09/2012,Real Sociedad,2-0,Athletic Club,Anoeta,Clos Gómez
2012,6,29/09/2012,Sevilla,2-3,Barcelona,Ramón Sánchez Pizjuán,Mateu Lahoz
2012,6,30/09/2012,Granada,2-1,Celta de Vigo,Nuevo Los Cármenes,Velasco Carballo
2012,6,30/09/2012,Valladolid,6-1,Rayo Vallecano,José Zorrilla,Gil Manzano
2012,6,30/09/2012,Osasuna,4-0,Levante,Reyno de Navarra,Álvarez Izquierdo
2012,6,30/09/2012,Real Madrid,5-1,Deportivo de La Coruña,Santiago Bernabéu,Ayza Gámez
2012,6,30/09/2012,Espanyol,0-1,Atlético de Madrid,Cornellá - El Prat,Iglesias Villanueva
2012,6,01/10/2012,Getafe,1-0,Mallorca,Coliseum Alfonso Pérez,Paradas Romero
2012,7,05/10/2012,Celta de Vigo,2-0,Sevilla,Balaídos,Gil Manzano
2012,7,06/10/2012,Rayo Vallecano,2-1,Deportivo de La Coruña,Estadio de Vallecas Teresa Rivero,Pérez Montero
2012,7,06/10/2012,Zaragoza,0-1,Getafe,La Romareda,Muñiz Fernández
2012,7,06/10/2012,Valladolid,1-1,Espanyol,José Zorrilla,Fernández Borbalán
2012,7,06/10/2012,Betis,2-0,Real Sociedad,Benito Villamarín,Teixeira Vitienes
2012,7,07/10/2012,Levante,1-0,Valencia,Ciutat de Valencia,Del Cerro Grande
2012,7,07/10/2012,Mallorca,1-2,Granada,Son Moix,Hernández Hernández
2012,7,07/10/2012,Athletic Club,1-0,Osasuna,San Mamés,González González
2012,7,07/10/2012,Barcelona,2-2,Real Madrid,Camp Nou,Delgado Ferreiro
2012,7,07/10/2012,Atlético de Madrid,2-1,Málaga,Vicente Calderón,Pérez Lasa
2012,8,20/10/2012,Málaga,2-1,Valladolid,La Rosaleda,Iglesias Villanueva
2012,8,20/10/2012,Real Madrid,2-0,Celta de Vigo,Santiago Bernabéu,Clos Gómez
2012,8,20/10/2012,Valencia,3-2,Athletic Club,Mestalla,Undiano Mallenco
2012,8,20/10/2012,Deportivo de La Coruña,4-5,Barcelona,Riazor,Paradas Romero
2012,8,21/10/2012,Getafe,0-1,Levante,Coliseum Alfonso Pérez,Pérez Montero
2012,8,21/10/2012,Espanyol,3-2,Rayo Vallecano,Cornellá - El Prat,Teixeira Vitienes
2012,8,21/10/2012,Granada,1-2,Zaragoza,Nuevo Los Cármenes,Teixeira Vitienes
2012,8,21/10/2012,Osasuna,0-0,Betis,Reyno de Navarra,Velasco Carballo
2012,8,21/10/2012,Real Sociedad,0-1,Atlético de Madrid,Anoeta,Ayza Gámez
2012,8,22/10/2012,Sevilla,3-2,Mallorca,Ramón Sánchez Pizjuán,Estrada Fernández
2012,9,27/10/2012,Espanyol,0-0,Málaga,Delgado Ferreiro,Delgado Ferreiro
2012,9,27/10/2012,Betis,1-0,Valencia,Benito Villamarín,Hernández Hernández
2012,9,27/10/2012,Celta de Vigo,1-1,Deportivo de La Coruña,Balaídos,Undiano Mallenco
2012,9,27/10/2012,Rayo Vallecano,0-5,Barcelona,Estadio de Vallecas Teresa Rivero,Pérez Lasa
2012,9,28/10/2012,Zaragoza,2-1,Sevilla,La Romareda,Del Cerro Grande
2012,9,28/10/2012,Levante,3-1,Granada,Ciutat de Valencia,Iglesias Villanueva
2012,9,28/10/2012,Athletic Club,1-2,Getafe,San Mamés,Gil Manzano
2012,9,28/10/2012,Atlético de Madrid,3-1,Osasuna,Vicente Calderón,Mateu Lahoz
2012,9,28/10/2012,Mallorca,0-5,Real Madrid,Son Moix,González González
2012,9,29/10/2012,Valladolid,2-2,Real Sociedad,José Zorrilla,Álvarez Izquierdo
2012,10,03/11/2012,Málaga,1-2,Rayo Vallecano,La Rosaleda,Teixeira Vitienes
2012,10,03/11/2012,Barcelona,3-1,Celta de Vigo,Camp Nou,Fernández Borbalán
2012,10,03/11/2012,Real Madrid,4-0,Zaragoza,Santiago Bernabéu,Estrada Fernández
2012,10,03/11/2012,Valencia,2-0,Atlético de Madrid,Mestalla,Teixeira Vitienes
2012,10,04/11/2012,Real Sociedad,0-1,Espanyol,Anoeta,Paradas Romero
2012,10,04/11/2012,Deportivo de La Coruña,1-0,Mallorca,Riazor,Velasco Carballo
2012,10,04/11/2012,Osasuna,0-1,Valladolid,Reyno de Navarra,Pérez Montero
2012,10,04/11/2012,Granada,1-2,Athletic Club,Nuevo Los Cármenes,Muñiz Fernández
2012,10,04/11/2012,Sevilla,0-0,Levante,Ramón Sánchez Pizjuán,Clos Gómez
2012,10,05/11/2012,Getafe,2-4,Betis,Coliseum Alfonso Pérez,Ayza Gámez
2012,11,09/11/2012,Betis,1-2,Granada,Benito Villamarín,Delgado Ferreiro
2012,11,10/11/2012,Rayo Vallecano,3-2,Celta de Vigo,Estadio de Vallecas Teresa Rivero,Álvarez Izquierdo
2012,11,10/11/2012,Espanyol,0-3,Osasuna,Cornellá - El Prat,Gil Manzano
2012,11,10/11/2012,Zaragoza,5-3,Deportivo de La Coruña,La Romareda,Teixeira Vitienes
2012,11,10/11/2012,Málaga,1-2,Real Sociedad,La Rosaleda,Undiano Mallenco
2012,11,11/11/2012,Valladolid,1-1,Valencia,José Zorrilla,Velasco Carballo
2012,11,11/11/2012,Athletic Club,2-1,Sevilla,San Mamés,Hernández Hernández
2012,11,11/11/2012,Mallorca,2-4,Barcelona,Son Moix,Iglesias Villanueva
2012,11,11/11/2012,Atlético de Madrid,2-0,Getafe,Vicente Calderón,Paradas Romero
2012,11,11/11/2012,Levante,1-2,Real Madrid,Ciutat de Valencia,Muñiz Fernández
2012,12,17/11/2012,Osasuna,0-0,Málaga,Reyno de Navarra,Estrada Fernández
2012,12,17/11/2012,Valencia,2-1,Espanyol,Mestalla,Del Cerro Grande
2012,12,17/11/2012,Barcelona,3-1,Zaragoza,Camp Nou,Ayza Gámez
2012,12,17/11/2012,Real Madrid,5-1,Athletic Club,Santiago Bernabéu,Teixeira Vitienes
2012,12,18/11/2012,Deportivo de La Coruña,0-2,Levante,Pérez Lasa,Pérez Lasa
2012,12,18/11/2012,Celta de Vigo,1-1,Mallorca,Balaídos,Pérez Montero
2012,12,18/11/2012,Getafe,2-1,Valladolid,Coliseum Alfonso Pérez,Clos Gómez
2012,12,18/11/2012,Granada,0-1,Atlético de Madrid,Nuevo Los Cármenes,González González
2012,12,18/11/2012,Sevilla,5-1,Betis,Teixeira Vitienes,Teixeira Vitienes
2012,12,19/11/2012,Real Sociedad,4-0,Rayo Vallecano,Anoeta,Mateu Lahoz
2012,13,23/11/2012,Real Sociedad,0-0,Osasuna,Anoeta,Velasco Carballo
2012,13,24/11/2012,Rayo Vallecano,2-0,Mallorca,Estadio de Vallecas Teresa Rivero,Teixeira Vitienes
2012,13,24/11/2012,Valladolid,1-0,Granada,Pérez Lasa,Pérez Lasa
2012,13,24/11/2012,Málaga,4-0,Valencia,La Rosaleda,Muñiz Fernández
2012,13,24/11/2012,Betis,1-0,Real Madrid,Benito Villamarín,Gil Manzano
2012,13,25/11/2012,Espanyol,0-2,Getafe,Cornellá - El Prat,Hernández Hernández
2012,13,25/11/2012,Athletic Club,1-1,Deportivo de La Coruña,San Mamés,Álvarez Izquierdo
2012,13,25/11/2012,Atlético de Madrid,4-0,Sevilla,Vicente Calderón,Iglesias Villanueva
2012,13,25/11/2012,Levante,0-4,Barcelona,Ciutat de Valencia,Pérez Montero
2012,13,26/11/2012,Zaragoza,0-1,Celta de Vigo,Delgado Ferreiro,Delgado Ferreiro
2012,14,30/11/2012,Osasuna,1-0,Rayo Vallecano,Reyno de Navarra,Delgado Ferreiro
2012,14,01/12/2012,Getafe,1-0,Málaga,Coliseum Alfonso Pérez,González González
2012,14,01/12/2012,Valencia,2-5,Real Sociedad,Mestalla,Clos Gómez
2012,14,01/12/2012,Barcelona,5-1,Athletic Club,Camp Nou,Mateu Lahoz
2012,14,01/12/2012,Real Madrid,2-0,Atlético de Madrid,Santiago Bernabéu,Undiano Mallenco
2012,14,02/12/2012,Granada,0-0,Espanyol,Nuevo Los Cármenes,Ayza Gámez
2012,14,02/12/2012,Deportivo de La Coruña,2-3,Betis,Riazor,Del Cerro Grande
2012,14,02/12/2012,Celta de Vigo,1-1,Levante,Balaídos,Estrada Fernández
2012,14,02/12/2012,Mallorca,1-1,Zaragoza,Son Moix,Pérez Lasa
2012,14,03/12/2012,Sevilla,1-2,Valladolid,Ramón Sánchez Pizjuán,Teixeira Vitienes
2012,15,07/12/2012,Espanyol,2-2,Sevilla,Cornellá - El Prat,Muñiz Fernández
2012,15,08/12/2012,Real Sociedad,1-1,Getafe,Anoeta,Estrada Fernández
2012,15,08/12/2012,Málaga,4-0,Granada,La Rosaleda,Clos Gómez
2012,15,08/12/2012,Valladolid,2-3,Real Madrid,José Zorrilla,Pérez Montero
2012,15,08/12/2012,Osasuna,0-1,Valencia,Reyno de Navarra,Iglesias Villanueva
